unit,c_unload,c_load,geo\time	2015 	2010 	2005 
PAS,DED3,NL12,MT	: 	: z	: 
PAS,DED3,NL12,NL	: 	: 	3 
PAS,DED3,NL13,CY	: 	: z	: 
PAS,DED3,NL13,DE	: 	: 	3 
PAS,DED3,NL13,MT	: 	: z	: 
PAS,DED3,NL13,NL	: 	: 	5 
PAS,DED3,NL21,CY	: 	: z	: 
PAS,DED3,NL21,DE	: 	: 	148 
PAS,DED3,NL21,MT	: 	: z	: 
PAS,DED3,NL21,NL	: 	: 	172 
PAS,DED3,NL22,CY	: 	: z	: 
PAS,DED3,NL22,DE	: 	: 	245 
PAS,DED3,NL22,MT	: 	: z	: 
PAS,DED3,NL22,NL	: 	: 	287 
PAS,DED3,NL23,CY	: 	: z	: 
PAS,DED3,NL23,DE	: 	: 	1 
PAS,DED3,NL23,MT	: 	: z	: 
PAS,DED3,NL23,NL	: 	: 	3 
PAS,DED3,NL31,CY	: 	: z	: 
PAS,DED3,NL31,DE	: 	: 	358 
PAS,DED3,NL31,MT	: 	: z	: 
PAS,DED3,NL31,NL	: 	: 	489 
PAS,DED3,NL32,CY	: 	: z	: 
PAS,DED3,NL32,DE	: 	: 	849 
PAS,DED3,NL32,MT	: 	: z	: 
PAS,DED3,NL32,NL	: 	: 	1096 
PAS,DED3,NL33,CY	: 	: z	: 
PAS,DED3,NL33,DE	: 	: 	416 
PAS,DED3,NL33,MT	: 	: z	: 
PAS,DED3,NL33,NL	: 	: 	525 
PAS,DED3,NL34,CY	: 	: z	: 
PAS,DED3,NL34,DE	: 	: 	7 
PAS,DED3,NL34,MT	: 	: z	: 
PAS,DED3,NL34,NL	: 	: 	3 
PAS,DED3,NL41,CY	: 	: z	: 
PAS,DED3,NL41,DE	: 	: 	133 
PAS,DED3,NL41,MT	: 	: z	: 
PAS,DED3,NL41,NL	: 	: 	151 
PAS,DED3,NL42,CY	: 	: z	: 
PAS,DED3,NL42,DE	: 	: 	41 
PAS,DED3,NL42,MT	: 	: z	: 
PAS,DED3,NL42,NL	: 	: 	41 
PAS,DED3,NO01,DE	: 	: 	6 
PAS,DED3,PL11,DE	: 	: 	127 
PAS,DED3,PL11,PL	: 	1 	13 
PAS,DED3,PL12,DE	: 	: 	749 
PAS,DED3,PL12,PL	: 	28 	113 
PAS,DED3,PL21,DE	: 	: 	1386 
PAS,DED3,PL21,PL	: 	132 	237 
PAS,DED3,PL22,DE	: 	: 	155 
PAS,DED3,PL22,PL	: 	64 	125 
PAS,DED3,PL31,DE	: 	: 	3 
PAS,DED3,PL31,PL	: 	2 	4 
PAS,DED3,PL32,DE	: 	: 	203 
PAS,DED3,PL32,PL	: 	3 	3 
PAS,DED3,PL33,DE	: 	: 	3 
PAS,DED3,PL34,DE	: 	: 	277 
PAS,DED3,PL34,PL	: 	2 	: 
PAS,DED3,PL41,DE	: 	: 	238 
PAS,DED3,PL41,PL	: 	9 	10 
PAS,DED3,PL42,DE	: 	: 	46 
PAS,DED3,PL42,PL	: 	41 	41 
PAS,DED3,PL43,DE	: 	: 	191 
PAS,DED3,PL43,PL	: 	8 	28 
PAS,DED3,PL51,DE	: 	: 	714 
PAS,DED3,PL51,PL	: 	240 	247 
PAS,DED3,PL52,DE	: 	: 	35 
PAS,DED3,PL52,PL	: 	8 	27 
PAS,DED3,PL61,DE	: 	: 	19 
PAS,DED3,PL61,PL	: 	2 	: 
PAS,DED3,PL62,DE	: 	: 	19 
PAS,DED3,PL62,PL	: 	1 	3 
PAS,DED3,PL63,DE	: 	: 	34 
PAS,DED3,PL63,PL	: 	1 	29 
PAS,DED3,RO,DE	: 	: 	247 
PAS,DED3,RU,DE	: 	: 	67 
PAS,DED3,SE22,DE	: 	: 	241 
PAS,DED3,SI,DE	: 	: 	47 
PAS,DED3,SI,SI	: 	: 	40 
PAS,DED3,SI01,SI	: 	38 	: 
PAS,DED3,SI02,SI	: 	102 	: 
PAS,DED3,SK01,DE	: 	: 	38 
PAS,DED3,SK01,SK	: 	26 	37 
PAS,DED3,SK02,DE	: 	: 	4 
PAS,DED3,SK02,SK	: 	9 	12 
PAS,DED3,SK03,DE	: 	: 	10 
PAS,DED3,SK03,SK	: 	3 	14 
PAS,DED3,SK04,DE	: 	: 	6 
PAS,DED3,SK04,SK	: 	11 	5 
PAS,DED3,UA,DE	: 	: 	5 
PAS,DED3,UKI1,DE	: 	: 	19 
PAS,DED4,CH02,CH	652 	: 	: 
PAS,DED4,CH02,CY	: z	: 	: 
PAS,DED4,CH02,MT	: z	: 	: 
PAS,DED4,CH03,CH	2045 	: 	: 
PAS,DED4,CH03,CY	: z	: 	: 
PAS,DED4,CH03,MT	: z	: 	: 
PAS,DED4,CH04,CH	2076 	: 	: 
PAS,DED4,CH04,CY	: z	: 	: 
PAS,DED4,CH04,MT	: z	: 	: 
PAS,DED4,CH05,CH	337 	: 	: 
PAS,DED4,CH05,CY	: z	: 	: 
PAS,DED4,CH05,MT	: z	: 	: 
PAS,DED4,CH06,CH	50 	: 	: 
PAS,DED4,CZ01,CZ	3784 	: 	: 
PAS,DED4,CZ02,CZ	27 	: 	: 
PAS,DED4,CZ03,CZ	46 	: 	: 
PAS,DED4,CZ04,CZ	693 	: 	: 
PAS,DED4,CZ05,CZ	62 	: 	: 
PAS,DED4,CZ06,CZ	147 	: 	: 
PAS,DED4,CZ07,CZ	74 	: 	: 
PAS,DED4,CZ08,CZ	36 	: 	: 
PAS,DED4,CZXX,DE	5000 	: 	: 
PAS,DED4,DE30,DE	118000 	: 	: 
PAS,DED4,DE40,DE	60000 	: 	: 
PAS,DED4,DE60,DE	37000 	: 	: 
PAS,DED4,DE71,DE	98000 	: 	: 
PAS,DED4,DE73,DE	11000 	: 	: 
PAS,DED4,DE80,DE	29000 	: 	: 
PAS,DED4,DED2,DE	541000 	: 	: 
PAS,DED4,DED4,DE	7892621 	: 	: 
PAS,DED4,DED5,DE	440000 	: 	: 
PAS,DED4,DEE0,DE	85000 	: 	: 
PAS,DED4,DEG0,DE	174000 	: 	: 
PAS,DED4,HU10,CY	: z	: 	: 
PAS,DED4,HU10,HU	1452 	: 	: 
PAS,DED4,HU10,MT	: z	: 	: 
PAS,DED4,HU21,CY	: z	: 	: 
PAS,DED4,HU21,HU	11 	: 	: 
PAS,DED4,HU21,MT	: z	: 	: 
PAS,DED4,HU23,CY	: z	: 	: 
PAS,DED4,HU23,HU	85 	: 	: 
PAS,DED4,HU23,MT	: z	: 	: 
PAS,DED4,HU31,CY	: z	: 	: 
PAS,DED4,HU31,HU	26 	: 	: 
PAS,DED4,HU31,MT	: z	: 	: 
PAS,DED4,HU32,CY	: z	: 	: 
PAS,DED4,HU32,HU	25 	: 	: 
PAS,DED4,HU32,MT	: z	: 	: 
PAS,DED4,HU33,CY	: z	: 	: 
PAS,DED4,HU33,HU	24 	: 	: 
PAS,DED4,HU33,MT	: z	: 	: 
PAS,DED4,LU,LU	40 	: 	: 
PAS,DED4,NL32,CY	: z	: 	: 
PAS,DED4,NL32,MT	: z	: 	: 
PAS,DED4,NL32,NL	169 	: 	: 
PAS,DED4,NL33,CY	: z	: 	: 
PAS,DED4,NL33,MT	: z	: 	: 
PAS,DED4,NL33,NL	142 	: 	: 
PAS,DED4,PL11,PL	3 	: 	: 
PAS,DED4,PL12,PL	3 	: 	: 
PAS,DED4,PL41,PL	5 	: 	: 
PAS,DED4,PL42,PL	1 	: 	: 
PAS,DED4,PL51,PL	1 	: 	: 
PAS,DED4,PL61,PL	1 	: 	: 
PAS,DED4,PL63,PL	3 	: 	: 
PAS,DED4,SI03,SI	3 	: 	: 
PAS,DED4,SI04,SI	15 	: 	: 
PAS,DED5,CH01,CH	785 	: 	: 
PAS,DED5,CH01,CY	: z	: 	: 
PAS,DED5,CH01,MT	: z	: 	: 
PAS,DED5,CH02,CH	3152 	: 	: 
PAS,DED5,CH02,CY	: z	: 	: 
PAS,DED5,CH02,MT	: z	: 	: 
PAS,DED5,CH03,CH	6386 	: 	: 
PAS,DED5,CH03,CY	: z	: 	: 
PAS,DED5,CH03,MT	: z	: 	: 
PAS,DED5,CH04,CH	1887 	: 	: 
PAS,DED5,CH04,CY	: z	: 	: 
PAS,DED5,CH04,MT	: z	: 	: 
PAS,DED5,CH05,CH	5675 	: 	: 
PAS,DED5,CH05,CY	: z	: 	: 
PAS,DED5,CH05,MT	: z	: 	: 
PAS,DED5,CH06,CH	5248 	: 	: 
PAS,DED5,CH06,CY	: z	: 	: 
PAS,DED5,CH06,MT	: z	: 	: 
PAS,DED5,CZ01,CZ	12051 	: 	: 
PAS,DED5,CZ02,CZ	76 	: 	: 
PAS,DED5,CZ03,CZ	105 	: 	: 
PAS,DED5,CZ04,CZ	901 	: 	: 
PAS,DED5,CZ05,CZ	219 	: 	: 
PAS,DED5,CZ06,CZ	597 	: 	: 
PAS,DED5,CZ07,CZ	52 	: 	: 
PAS,DED5,CZ08,CZ	105 	: 	: 
PAS,DED5,DE30,DE	349000 	: 	: 
PAS,DED5,DE40,DE	203000 	: 	: 
PAS,DED5,DE60,DE	80000 	: 	: 
PAS,DED5,DE71,DE	188000 	: 	: 
PAS,DED5,DE73,DE	40000 	: 	: 
PAS,DED5,DE80,DE	65000 	: 	: 
PAS,DED5,DED2,DE	723000 	: 	: 
PAS,DED5,DED4,DE	487000 	: 	: 
PAS,DED5,DED5,DE	7937320 	: 	: 
PAS,DED5,DEE0,DE	1757000 	: 	: 
PAS,DED5,DEG0,DE	594000 	: 	: 
PAS,DED5,FR10,CY	: z	: 	: 
PAS,DED5,FR10,FR	1 	: 	: 
PAS,DED5,FR10,MT	: z	: 	: 
PAS,DED5,FR26,CY	: z	: 	: 
PAS,DED5,FR26,FR	1 	: 	: 
PAS,DED5,FR26,MT	: z	: 	: 
PAS,DED5,FR41,CY	: z	: 	: 
PAS,DED5,FR41,FR	3 	: 	: 
PAS,DED5,FR41,MT	: z	: 	: 
PAS,DED5,FR42,CY	: z	: 	: 
PAS,DED5,FR42,FR	38 	: 	: 
PAS,DED5,FR42,MT	: z	: 	: 
PAS,DED5,FR81,CY	: z	: 	: 
PAS,DED5,FR81,FR	1 	: 	: 
PAS,DED5,FR81,MT	: z	: 	: 
PAS,DED5,HR04,HR	4 	: 	: 
PAS,DED5,HU10,CY	: z	: 	: 
PAS,DED5,HU10,HU	2763 	: 	: 
PAS,DED5,HU10,MT	: z	: 	: 
PAS,DED5,HU21,CY	: z	: 	: 
PAS,DED5,HU21,HU	4 	: 	: 
PAS,DED5,HU21,MT	: z	: 	: 
PAS,DED5,HU22,CY	: z	: 	: 
PAS,DED5,HU22,HU	21 	: 	: 
PAS,DED5,HU22,MT	: z	: 	: 
PAS,DED5,HU23,CY	: z	: 	: 
PAS,DED5,HU23,HU	21 	: 	: 
PAS,DED5,HU23,MT	: z	: 	: 
PAS,DED5,HU31,CY	: z	: 	: 
PAS,DED5,HU31,HU	24 	: 	: 
PAS,DED5,HU31,MT	: z	: 	: 
PAS,DED5,HU32,CY	: z	: 	: 
PAS,DED5,HU32,HU	34 	: 	: 
PAS,DED5,HU32,MT	: z	: 	: 
PAS,DED5,HU33,CY	: z	: 	: 
PAS,DED5,HU33,HU	40 	: 	: 
PAS,DED5,HU33,MT	: z	: 	: 
PAS,DED5,LU,LU	171 	: 	: 
PAS,DED5,NL21,CY	: z	: 	: 
PAS,DED5,NL21,MT	: z	: 	: 
PAS,DED5,NL21,NL	221 	: 	: 
PAS,DED5,NL22,CY	: z	: 	: 
PAS,DED5,NL22,MT	: z	: 	: 
PAS,DED5,NL22,NL	374 	: 	: 
PAS,DED5,NL31,CY	: z	: 	: 
PAS,DED5,NL31,MT	: z	: 	: 
PAS,DED5,NL31,NL	643 	: 	: 
PAS,DED5,NL32,CY	: z	: 	: 
PAS,DED5,NL32,MT	: z	: 	: 
PAS,DED5,NL32,NL	1433 	: 	: 
PAS,DED5,NL33,CY	: z	: 	: 
PAS,DED5,NL33,MT	: z	: 	: 
PAS,DED5,NL33,NL	685 	: 	: 
PAS,DED5,NL41,CY	: z	: 	: 
PAS,DED5,NL41,MT	: z	: 	: 
PAS,DED5,NL41,NL	198 	: 	: 
PAS,DED5,PL11,PL	5 	: 	: 
PAS,DED5,PL12,PL	55 	: 	: 
PAS,DED5,PL22,PL	6 	: 	: 
PAS,DED5,PL41,PL	51 	: 	: 
PAS,DED5,PL42,PL	16 	: 	: 
PAS,DED5,PL43,PL	1 	: 	: 
PAS,DED5,PL51,PL	12 	: 	: 
PAS,DED5,PL61,PL	5 	: 	: 
PAS,DED5,PL62,PL	1 	: 	: 
PAS,DED5,PL63,PL	2 	: 	: 
PAS,DED5,SI03,SI	4 	: 	: 
PAS,DED5,SI04,SI	81 	: 	: 
PAS,DEE0,CH01,CH	928 	: 	: 
PAS,DEE0,CH01,CY	: z	: z	: 
PAS,DEE0,CH01,MT	: z	: z	: 
PAS,DEE0,CH02,CH	684 	: 	: 
PAS,DEE0,CH02,CY	: z	: z	: 
PAS,DEE0,CH02,MT	: z	: z	: 
PAS,DEE0,CH03,CH	3147 	: 	: 
PAS,DEE0,CH03,CY	: z	: z	: 
PAS,DEE0,CH03,MT	: z	: z	: 
PAS,DEE0,CH04,CH	387 	: 	: 
PAS,DEE0,CH04,CY	: 	: z	: 
PAS,DEE0,CH04,MT	: 	: z	: 
PAS,DEE0,CH05,CH	2076 	: 	: 
PAS,DEE0,CH05,CY	: z	: z	: 
PAS,DEE0,CH05,MT	: z	: z	: 
PAS,DEE0,CH06,CH	422 	: 	: 
PAS,DEE0,CH06,CY	: 	: z	: 
PAS,DEE0,CH06,MT	: 	: z	: 
PAS,DEE0,CZ01,CZ	5921 	2130 	: 
PAS,DEE0,CZ02,CZ	42 	20 	: 
PAS,DEE0,CZ03,CZ	69 	20 	: 
PAS,DEE0,CZ04,CZ	580 	430 	: 
PAS,DEE0,CZ05,CZ	120 	70 	: 
PAS,DEE0,CZ06,CZ	355 	120 	: 
PAS,DEE0,CZ07,CZ	32 	40 	: 
PAS,DEE0,CZ08,CZ	71 	30 	: 
PAS,DEE0,DE11,DE	47000 	: 	: 
PAS,DEE0,DE12,DE	59000 	: 	: 
PAS,DEE0,DE13,DE	41000 	: 	: 
PAS,DEE0,DE14,DE	26000 	: 	: 
PAS,DEE0,DE21,DE	142000 	: 	: 
PAS,DEE0,DE22,DE	15000 	: 	: 
PAS,DEE0,DE23,DE	6000 	: 	: 
PAS,DEE0,DE24,DE	15000 	: 	: 
PAS,DEE0,DE25,DE	46000 	: 	: 
PAS,DEE0,DE26,DE	23000 	: 	: 
PAS,DEE0,DE27,DE	24000 	: 	: 
PAS,DEE0,DE30,DE	768000 	: 	: 
PAS,DEE0,DE40,DE	344000 	: 	: 
PAS,DEE0,DE50,DE	37000 	: 	: 
PAS,DEE0,DE60,DE	94000 	: 	: 
PAS,DEE0,DE71,DE	176000 	: 	: 
PAS,DEE0,DE72,DE	12000 	: 	: 
PAS,DEE0,DE73,DE	43000 	: 	: 
PAS,DEE0,DE80,DE	120000 	: 	: 
PAS,DEE0,DE91,DE	426000 	: 	: 
PAS,DEE0,DE92,DE	298000 	: 	: 
PAS,DEE0,DE93,DE	81000 	: 	: 
PAS,DEE0,DE94,DE	57000 	: 	: 
PAS,DEE0,DEA1,DE	110000 	: 	: 
PAS,DEE0,DEA2,DE	103000 	: 	: 
PAS,DEE0,DEA3,DE	29000 	: 	: 
PAS,DEE0,DEA4,DE	61000 	: 	: 
PAS,DEE0,DEA5,DE	71000 	: 	: 
PAS,DEE0,DEB,DE	39000 	: 	: 
PAS,DEE0,DED2,DE	155000 	: 	: 
PAS,DEE0,DED4,DE	79000 	: 	: 
PAS,DEE0,DED5,DE	1676000 	: 	: 
PAS,DEE0,DEE0,DE	15871409 	2967386 	: 
PAS,DEE0,DEF0,DE	58000 	: 	: 
PAS,DEE0,DEG0,DE	474000 	: 	: 
PAS,DEE0,FR42,CY	: z	: 	: 
PAS,DEE0,FR42,FR	2 	: 	: 
PAS,DEE0,FR42,MT	: z	: 	: 
PAS,DEE0,HR01,HR	: 	12 	: 
PAS,DEE0,HR02,HR	: 	4 	: 
PAS,DEE0,HR04,HR	2 	: 	: 
PAS,DEE0,HU10,CY	: z	: 	: 
PAS,DEE0,HU10,HU	1869 	: 	: 
PAS,DEE0,HU10,MT	: z	: 	: 
PAS,DEE0,HU21,CY	: z	: 	: 
PAS,DEE0,HU21,HU	2 	: 	: 
PAS,DEE0,HU21,MT	: z	: 	: 
PAS,DEE0,HU22,CY	: z	: 	: 
PAS,DEE0,HU22,HU	13 	: 	: 
PAS,DEE0,HU22,MT	: z	: 	: 
PAS,DEE0,HU23,CY	: z	: 	: 
PAS,DEE0,HU23,HU	63 	: 	: 
PAS,DEE0,HU23,MT	: z	: 	: 
PAS,DEE0,HU31,CY	: z	: 	: 
PAS,DEE0,HU31,HU	30 	: 	: 
PAS,DEE0,HU31,MT	: z	: 	: 
PAS,DEE0,HU32,CY	: z	: 	: 
PAS,DEE0,HU32,HU	49 	: 	: 
PAS,DEE0,HU32,MT	: z	: 	: 
PAS,DEE0,HU33,CY	: z	: 	: 
PAS,DEE0,HU33,HU	52 	: 	: 
PAS,DEE0,HU33,MT	: z	: 	: 
PAS,DEE0,NL11,CY	: 	: z	: 
PAS,DEE0,NL11,MT	: 	: z	: 
PAS,DEE0,NL12,CY	: 	: z	: 
PAS,DEE0,NL12,MT	: 	: z	: 
PAS,DEE0,NL13,CY	: 	: z	: 
PAS,DEE0,NL13,MT	: 	: z	: 
PAS,DEE0,NL21,CY	: z	: z	: 
PAS,DEE0,NL21,MT	: z	: z	: 
PAS,DEE0,NL21,NL	146 	: 	: 
PAS,DEE0,NL22,CY	: z	: z	: 
PAS,DEE0,NL22,MT	: z	: z	: 
PAS,DEE0,NL22,NL	239 	: 	: 
PAS,DEE0,NL23,CY	: 	: z	: 
PAS,DEE0,NL23,MT	: 	: z	: 
PAS,DEE0,NL31,CY	: z	: z	: 
PAS,DEE0,NL31,MT	: z	: z	: 
PAS,DEE0,NL31,NL	339 	: 	: 
PAS,DEE0,NL32,CY	: z	: z	: 
PAS,DEE0,NL32,MT	: z	: z	: 
PAS,DEE0,NL32,NL	1106 	: 	: 
PAS,DEE0,NL33,CY	: z	: z	: 
PAS,DEE0,NL33,MT	: z	: z	: 
PAS,DEE0,NL33,NL	854 	: 	: 
PAS,DEE0,NL34,CY	: 	: z	: 
PAS,DEE0,NL34,MT	: 	: z	: 
PAS,DEE0,NL41,CY	: z	: z	: 
PAS,DEE0,NL41,MT	: z	: z	: 
PAS,DEE0,NL41,NL	235 	: 	: 
PAS,DEE0,NL42,CY	: 	: z	: 
PAS,DEE0,NL42,MT	: 	: z	: 
PAS,DEE0,PL11,PL	3 	2 	: 
PAS,DEE0,PL12,PL	22 	4 	: 
PAS,DEE0,PL21,PL	: 	19 	: 
PAS,DEE0,PL22,PL	: 	12 	: 
PAS,DEE0,PL31,PL	2 	: 	: 
PAS,DEE0,PL34,PL	: 	6 	: 
PAS,DEE0,PL41,PL	86 	4 	: 
PAS,DEE0,PL42,PL	9 	53 	: 
PAS,DEE0,PL43,PL	3 	5 	: 
PAS,DEE0,PL51,PL	5 	44 	: 
PAS,DEE0,PL52,PL	: 	4 	: 
PAS,DEE0,PL61,PL	6 	19 	: 
PAS,DEE0,PL62,PL	3 	: 	: 
PAS,DEE0,PL63,PL	7 	8 	: 
PAS,DEE0,SI01,SI	: 	10 	: 
PAS,DEE0,SI02,SI	: 	27 	: 
PAS,DEE0,SI03,SI	3 	: 	: 
PAS,DEE0,SI04,SI	53 	: 	: 
PAS,DEE1,AT12,DE	: 	: 	8 
PAS,DEE1,AT13,DE	: 	: 	88 
PAS,DEE1,AT21,DE	: 	: 	21 
PAS,DEE1,AT22,DE	: 	: 	43 
PAS,DEE1,AT31,DE	: 	: 	49 
PAS,DEE1,AT32,DE	: 	: 	96 
PAS,DEE1,AT33,DE	: 	: 	164 
PAS,DEE1,AT34,DE	: 	: 	78 
PAS,DEE1,BE10,DE	: 	: 	1 
PAS,DEE1,BY,DE	: 	: 	1 
PAS,DEE1,CH01,DE	: 	: 	25 
PAS,DEE1,CH02,DE	: 	: 	190 
PAS,DEE1,CH03,DE	: 	: 	438 
PAS,DEE1,CH04,DE	: 	: 	179 
PAS,DEE1,CH05,DE	: 	: 	104 
PAS,DEE1,CH06,DE	: 	: 	60 
PAS,DEE1,CH07,DE	: 	: 	15 
PAS,DEE1,CZ01,CZ	: 	: 	210 
PAS,DEE1,CZ01,DE	: 	: 	196 
PAS,DEE1,CZ03,DE	: 	: 	3 
PAS,DEE1,CZ04,CZ	: 	: 	40 
PAS,DEE1,CZ04,DE	: 	: 	18 
PAS,DEE1,CZ05,CZ	: 	: 	40 
PAS,DEE1,CZ05,DE	: 	: 	23 
PAS,DEE1,CZ06,CZ	: 	: 	10 
PAS,DEE1,CZ06,DE	: 	: 	7 
PAS,DEE1,CZ07,CZ	: 	: 	10 
PAS,DEE1,CZ07,DE	: 	: 	3 
PAS,DEE1,CZ08,DE	: 	: 	5 
PAS,DEE1,DE11,DE	: 	: 	12153 
PAS,DEE1,DE12,DE	: 	: 	12153 
PAS,DEE1,DE13,DE	: 	: 	12153 
PAS,DEE1,DE14,DE	: 	: 	12153 
PAS,DEE1,DE21,DE	: 	: 	11422 
PAS,DEE1,DE22,DE	: 	: 	11422 
PAS,DEE1,DE23,DE	: 	: 	11422 
PAS,DEE1,DE24,DE	: 	: 	11422 
PAS,DEE1,DE25,DE	: 	: 	11422 
PAS,DEE1,DE26,DE	: 	: 	11422 
PAS,DEE1,DE27,DE	: 	: 	11422 
PAS,DEE1,DE30,DE	: 	: 	169622 
PAS,DEE1,DE41,DE	: 	: 	33638 
PAS,DEE1,DE42,DE	: 	: 	33638 
PAS,DEE1,DE50,DE	: 	: 	21566 
PAS,DEE1,DE60,DE	: 	: 	42391 
PAS,DEE1,DE71,DE	: 	: 	20156 
PAS,DEE1,DE72,DE	: 	: 	20156 
PAS,DEE1,DE73,DE	: 	: 	20156 
PAS,DEE1,DE80,DE	: 	: 	40158 
PAS,DEE1,DE91,DE	: 	: 	30444 
PAS,DEE1,DE92,DE	: 	: 	30444 
PAS,DEE1,DE93,DE	: 	: 	30444 
PAS,DEE1,DE94,DE	: 	: 	30444 
PAS,DEE1,DEA1,DE	: 	: 	22459 
PAS,DEE1,DEA2,DE	: 	: 	22459 
PAS,DEE1,DEA3,DE	: 	: 	22459 
PAS,DEE1,DEA4,DE	: 	: 	22459 
PAS,DEE1,DEA5,DE	: 	: 	22459 
PAS,DEE1,DEB1,DE	: 	: 	4123 
PAS,DEE1,DEB2,DE	: 	: 	4123 
PAS,DEE1,DEB3,DE	: 	: 	4123 
PAS,DEE1,DEC0,DE	: 	: 	2431 
PAS,DEE1,DED1,DE	: 	: 	23888 
PAS,DEE1,DED2,DE	: 	: 	23888 
PAS,DEE1,DED3,DE	: 	: 	386412 
PAS,DEE1,DEE1,DE	: 	: 	2066254 
PAS,DEE1,DEE2,DE	: 	: 	443057 
PAS,DEE1,DEE3,DE	: 	: 	373235 
PAS,DEE1,DEF0,DE	: 	: 	18147 
PAS,DEE1,DEG0,DE	: 	: 	54112 
PAS,DEE1,DK,DE	: 	: 	280 
PAS,DEE1,DK,DK	: 	: 	16 
PAS,DEE1,FR10,DE	: 	: 	56 
PAS,DEE1,FR41,DE	: 	: 	17 
PAS,DEE1,FR42,DE	: 	: 	12 
PAS,DEE1,FR42,FR	: 	: 	: c
PAS,DEE1,FR43,DE	: 	: 	1 
PAS,DEE1,FR71,DE	: 	: 	1 
PAS,DEE1,FR81,DE	: 	: 	1 
PAS,DEE1,FR82,DE	: 	: 	5 
PAS,DEE1,HR,DE	: 	: 	2 
PAS,DEE1,HU10,DE	: 	: 	25 
PAS,DEE1,ITC1,DE	: 	: 	1 
PAS,DEE1,ITC3,DE	: 	: 	1 
PAS,DEE1,ITC4,DE	: 	: 	5 
PAS,DEE1,ITC4,IT	: 	: 	: c
PAS,DEE1,ITD1,DE	: 	: 	11 
PAS,DEE1,ITD1,IT	: 	: 	: c
PAS,DEE1,ITD2,DE	: 	: 	3 
PAS,DEE1,ITD2,IT	: 	: 	: c
PAS,DEE1,ITD3,DE	: 	: 	7 
PAS,DEE1,ITD3,IT	: 	: 	: c
PAS,DEE1,ITD5,DE	: 	: 	5 
PAS,DEE1,ITD5,IT	: 	: 	: c
PAS,DEE1,ITE1,DE	: 	: 	3 
PAS,DEE1,ITE1,IT	: 	: 	: c
PAS,DEE1,ITE3,IT	: 	: 	: c
PAS,DEE1,ITE4,DE	: 	: 	3 
PAS,DEE1,ITF3,DE	: 	: 	4 
PAS,DEE1,LU,DE	: 	: 	2 
PAS,DEE1,LU,LU	: 	: 	5 
PAS,DEE1,NL11,DE	: 	: 	3 
PAS,DEE1,NL12,DE	: 	: 	1 
PAS,DEE1,NL21,DE	: 	: 	9 
PAS,DEE1,NL22,DE	: 	: 	7 
PAS,DEE1,NL31,DE	: 	: 	12 
PAS,DEE1,NL32,DE	: 	: 	29 
PAS,DEE1,NL33,DE	: 	: 	26 
PAS,DEE1,NL41,DE	: 	: 	9 
PAS,DEE1,NL42,DE	: 	: 	6 
PAS,DEE1,NO01,DE	: 	: 	1 
PAS,DEE1,PL11,DE	: 	: 	5 
PAS,DEE1,PL12,DE	: 	: 	34 
PAS,DEE1,PL12,PL	: 	: 	1 
PAS,DEE1,PL21,DE	: 	: 	93 
PAS,DEE1,PL22,DE	: 	: 	3 
PAS,DEE1,PL22,PL	: 	: 	18 
PAS,DEE1,PL31,DE	: 	: 	3 
PAS,DEE1,PL31,PL	: 	: 	1 
PAS,DEE1,PL41,DE	: 	: 	19 
PAS,DEE1,PL42,DE	: 	: 	34 
PAS,DEE1,PL42,PL	: 	: 	9 
PAS,DEE1,PL43,DE	: 	: 	3 
PAS,DEE1,PL43,PL	: 	: 	2 
PAS,DEE1,PL51,DE	: 	: 	7 
PAS,DEE1,PL51,PL	: 	: 	2 
PAS,DEE1,PL52,DE	: 	: 	5 
PAS,DEE1,PL52,PL	: 	: 	3 
PAS,DEE1,PL61,DE	: 	: 	3 
PAS,DEE1,PL62,DE	: 	: 	2 
PAS,DEE1,PL63,DE	: 	: 	3 
PAS,DEE1,RU,DE	: 	: 	44 
PAS,DEE1,SE22,DE	: 	: 	65 
PAS,DEE1,SK01,DE	: 	: 	1 
PAS,DEE1,SK02,DE	: 	: 	1 
PAS,DEE1,SK02,SK	: 	: 	5 
PAS,DEE1,SK03,DE	: 	: 	1 
PAS,DEE1,SK03,SK	: 	: 	2 
PAS,DEE1,SK04,DE	: 	: 	3 
PAS,DEE1,SK04,SK	: 	: 	2 
PAS,DEE1,UA,DE	: 	: 	1 
PAS,DEE2,AT12,DE	: 	: 	39 
PAS,DEE2,AT13,DE	: 	: 	304 
PAS,DEE2,AT21,DE	: 	: 	47 
PAS,DEE2,AT22,DE	: 	: 	88 
PAS,DEE2,AT31,DE	: 	: 	150 
PAS,DEE2,AT32,DE	: 	: 	263 
PAS,DEE2,AT33,DE	: 	: 	440 
PAS,DEE2,AT34,DE	: 	: 	70 
PAS,DEE2,BE10,BE	: 	: 	65 
PAS,DEE2,BE10,DE	: 	: 	6 
PAS,DEE2,BE21,BE	: 	: 	12 
PAS,DEE2,BE21,DE	: 	: 	1 
PAS,DEE2,BE23,BE	: 	: 	14 
PAS,DEE2,BE23,DE	: 	: 	1 
PAS,DEE2,BE24,BE	: 	: 	11 
PAS,DEE2,BE32,BE	: 	: 	2 
PAS,DEE2,BE33,BE	: 	: 	16 
PAS,DEE2,BE33,DE	: 	: 	1 
PAS,DEE2,BY,DE	: 	: 	1 
PAS,DEE2,CH01,DE	: 	: 	83 
