unit,geo\time	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 	1984 	1983 	1982 	1981 	1980 	1979 	1978 	1977 
GDP_BEUR,BE310	6.164 p	8.418 	7.686 	6.653 	8.454 	9.914 	12.72 	13.987 	11.367 	9.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE32	1.679 p	3.297 	3.527 	3.302 	4.282 	3.389 	4.529 	3.571 	4.124 	4.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE321	3.404 p	2.359 	3.224 	1.064 	5.832 	3.531 	4.157 	2.246 	2.754 	6.077 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE322	0.659 p	4.245 	4.89 	5.051 	6.144 	3.957 	5.387 	4.822 	5.884 	3.408 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE323	2.591 p	3.067 	2.745 	0.977 	2.59 	3.149 	4.081 	3.753 	4.941 	6.527 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE324	0.554 p	1.793 	0.4 	0.683 	0.277 	0.775 	0.33 	0.182 	2.982 	1.435 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE325	3.427 p	4.407 	4.538 	6.114 	5.294 	4.343 	7.061 	5.078 	3.338 	5.646 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE326	1.862 p	2.969 	3.19 	1.65 	3.348 	1.974 	4.417 	1.62 	2.483 	3.12 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE327	1.428 p	1.322 	1.747 	2.252 	2.186 	3.277 	2.667 	1.509 	0.418 	1.555 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE33	3.404 p	3.506 	4.143 	3.087 	3.958 	3.989 	4.12 	4.277 	5.451 	5.819 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE331	1.974 p	2.05 	2.723 	3.458 	3.533 	2.788 	5.057 	2.698 	4.825 	4.262 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE332	2.561 p	2.979 	3.588 	2.875 	3.779 	3.069 	3.731 	4.392 	4.947 	5.508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE334	6.323 p	5.428 	8.242 	4.703 	6.054 	8.591 	5.641 	6.689 	6.948 	11.754 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE335	4.911 p	4.692 	3.67 	2.078 	2.537 	4.211 	3.183 	3.324 	5.557 	4.702 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE336	7.035 p	5.953 	9.518 	5.88 	8.108 	10.044 	7.626 	6.026 	9.317 	9.559 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE34	5.018 p	6.586 	4.817 	5.055 	6.372 	5.868 	3.872 	5.316 	7.475 	7.48 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE341	8.347 p	13.428 	14.153 	13.809 	16.311 	11.921 	8.987 	7.673 	16.301 	11.615 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE342	5.734 p	6.654 	2.441 	2.839 	8.116 	6.352 	5.879 	4.941 	4.559 	9.331 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE343	1.562 p	0.7 	0.369 	0.411 	1.687 	3.05 	1.301 	2.736 	0.658 	0.752 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE344	0.65 p	3.238 	1.598 	0.877 	: 	1.786 	0.363 	1.89 	0.505 	2.399 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE345	12.621 p	11.085 	5.314 	8.005 	6.972 	6.75 	3.674 	10.951 	17.824 	17.182 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE35	1.727 p	2.599 	2.665 	2.09 	2.108 	2.529 	3.478 	4.222 	3.314 	4.294 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE351	0.062 p	0.768 	0.635 	1.233 	1.692 	0.826 	2.728 	0.697 	0.865 	1.508 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE352	2.244 p	3.173 	3.231 	2.326 	2.387 	3.132 	4.129 	4.808 	4.381 	5.234 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BE353	1.203 p	1.84 	2.26 	1.988 	0.8 	1.264 	: 	6.499 	: 	2.669 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BEZ	16.03 p	9.565 	9.796 	4.767 	5.484 	14.637 	12.356 	14.802 	1.727 	7.238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BEZZ	16.03 p	9.565 	9.796 	4.767 	5.484 	14.637 	12.356 	14.802 	1.727 	7.238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BEZZZ	16.03 p	9.565 	9.796 	4.767 	5.484 	14.637 	12.356 	14.802 	1.727 	7.238 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG	0.733 p	0.644 	0.45 	0.425 	0.499 	0.372 	0.992 	0.972 	0.838 	1.136 	0.839 	1.008 	0.52 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG3	0.373 p	0.402 	0.093 	0.185 	0.317 	0.287 	0.438 	0.649 	0.538 	0.944 	0.581 	0.617 	0.028 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG31	0.395 p	: 	: 	: 	0.339 	0.436 	0.427 	0.664 	0.489 	0.261 	0.529 	0.613 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG311	0.607 p	: 	: 	: 	: 	0.883 	4.115 	: 	: 	: 	: 	0.567 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG312	: 	: 	: 	: 	: 	: 	: 	1.475 	: 	1.761 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG313	1.153 p	: 	: 	: 	: 	0.371 	: 	: 	: 	: 	: 	1.894 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG314	: 	: 	: 	: 	1.164 	: 	: 	1.481 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG315	: 	: 	: 	: 	: 	1.314 	: 	: 	2.809 	: 	3.226 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG32	0.906 p	1.14 	0.444 	0.328 	0.797 	0.088 	0.679 	: 	0.491 	1.861 	0.827 	0.613 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG321	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1.029 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG322	4.762 p	6.673 	2.618 	1.905 	2.879 	0.499 	1.611 	: 	2.907 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG323	0.323 p	: 	: 	: 	0.997 	: 	1.385 	: 	: 	2.863 	1.996 	1.165 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG324	: 	: 	: 	: 	: 	: 	: 	: 	: 	7.463 	2.09 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG33	0.33 p	0.573 	: 	0.25 	0.238 	0.55 	0.646 	1.61 	1.258 	0.468 	1.003 	0.82 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG331	: 	0.944 	: 	0.406 	: 	0.907 	1.095 	2.864 	1.494 	0.855 	: 	0.505 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG332	2.107 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG333	: 	: 	: 	: 	1.59 	: 	: 	: 	2.681 	: 	6.098 	3.311 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG34	0.049 p	: 	: 	0.147 	0.044 	0.084 	0.094 	0.304 	: 	1.184 	0.057 	0.454 	0.092 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG341	: 	: 	: 	0.354 	: 	0.193 	0.219 	: 	: 	2.086 	0.153 	1.266 	0.213 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG342	: 	: 	: 	: 	: 	: 	: 	2.364 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG343	0.533 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG344	: 	: 	: 	: 	0.12 	: 	: 	: 	: 	1.026 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG4	0.924 p	0.79 	0.652 	0.534 	0.619 	0.429 	1.357 	1.224 	1.076 	1.213 	1.014 	1.245 	0.996 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG41	1.004 p	0.935 	0.542 	0.561 	0.663 	0.519 	1.594 	1.433 	1.377 	1.324 	1.335 	1.541 	1.207 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG411	1.09 p	1.143 	0.637 	0.687 	0.798 	0.644 	1.978 	1.693 	1.8 	1.76 	1.764 	1.968 	1.663 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG412	0.13 p	: 	0.216 	: 	0.218 	: 	: 	1.266 	: 	: 	: 	0.446 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG413	: 	: 	: 	: 	: 	: 	0.515 	0.417 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG414	: 	: 	: 	: 	: 	: 	: 	: 	0.617 	: 	: 	0.893 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG415	4.808 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG42	0.66 p	0.29 	1.025 	0.442 	0.475 	0.147 	0.683 	0.676 	0.304 	0.93 	0.19 	0.541 	0.511 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG421	1.241 p	0.539 	1.942 	0.831 	0.773 	0.084 	0.891 	1.164 	0.62 	0.849 	0.393 	1.11 	0.503 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG422	: 	: 	: 	: 	: 	: 	: 	: 	: 	2.075 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG423	: 	: 	: 	: 	: 	: 	1.238 	0.53 	: 	1.04 	: 	: 	1.604 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,BG425	: 	: 	: 	: 	1.096 	1.25 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CY	0.128 p	0.288 	0.401 	0.824 	0.598 	0.592 	0.392 	1.123 	0.433 	0.393 	0.576 	1.282 	0.577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CY0	0.128 p	0.288 	0.401 	0.824 	0.598 	0.592 	0.392 	1.123 	0.433 	0.393 	0.576 	1.282 	0.577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CY00	0.128 p	0.288 	0.401 	0.824 	0.598 	0.592 	0.392 	1.123 	0.433 	0.393 	0.576 	1.282 	0.577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CY000	0.128 p	0.288 	0.401 	0.824 	0.598 	0.592 	0.392 	1.123 	0.433 	0.393 	0.576 	1.282 	0.577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ	1.142 p	1.357 	1.225 	1.178 	1.296 	1.367 	1.229 	0.977 	1.167 	1.261 	1.044 	0.944 	0.999 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ0	1.117 p	1.31 	1.202 	1.161 	1.259 	1.349 	1.197 	0.977 	1.153 	1.261 	1.035 	0.93 	0.971 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ01	0.955 p	1.026 	1.052 	0.776 	0.924 	1.381 	1.249 	0.973 	1.383 	1.027 	1.046 	1.209 	1.021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ010	0.955 p	1.026 	1.052 	0.776 	0.924 	1.381 	1.249 	0.973 	1.383 	1.027 	1.046 	1.209 	1.021 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ02	0.973 p	1.286 	1.337 	1.15 	1.938 	1.477 	1.473 	1.354 	0.959 	0.886 	1.019 	0.688 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ020	0.973 p	1.286 	1.337 	1.15 	1.938 	1.477 	1.473 	1.354 	0.959 	0.886 	1.019 	0.688 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ03	0.487 p	0.797 	0.549 	0.542 	1.675 	0.899 	0.863 	0.846 	0.641 	0.632 	0.94 	1.055 	0.104 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ031	0.384 p	1.066 	0.629 	0.452 	1.813 	1.321 	1.07 	0.807 	0.89 	0.293 	0.881 	1.531 	0.196 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ032	0.596 p	0.526 	0.468 	0.636 	1.526 	0.452 	0.645 	0.888 	0.381 	1 	1.007 	0.526 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ04	0.607 p	1.225 	0.374 	0.908 	0.492 	0.318 	0.451 	0.546 	0.292 	0.522 	0.064 	0.298 	0.463 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ041	0.973 p	2.874 	: 	2.034 	1.779 	0.752 	1.111 	1.205 	0.669 	0.979 	: 	: 	0.297 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ042	0.487 p	0.677 	0.498 	0.537 	0.068 	0.171 	0.23 	0.318 	0.158 	0.354 	0.088 	0.41 	0.526 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ05	2.183 p	2.407 	1.88 	1.844 	1.397 	1.745 	1.514 	1.676 	2.058 	2.123 	1.783 	0.906 	1.577 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ051	2.012 p	2.758 	2.404 	2.838 	1.845 	2.77 	2.245 	2.923 	2.955 	4.032 	2.006 	1.13 	1.945 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ052	1.566 p	2.014 	1.312 	1.732 	1.092 	1.053 	1.295 	1.186 	1.558 	0.644 	1.263 	0.271 	0.826 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ053	3.042 p	2.569 	2.112 	1.189 	1.384 	1.693 	1.144 	1.16 	1.901 	2.232 	2.18 	1.45 	2.133 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ06	1.937 p	1.654 	1.934 	1.551 	1.742 	1.931 	1.426 	1.072 	1.03 	2.13 	1.5 	0.84 	1.403 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ063	0.876 p	0.324 	1.598 	0.346 	1.276 	0.911 	0.247 	0.174 	0.199 	1.014 	0.446 	0.208 	0.192 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ064	2.342 p	2.165 	2.06 	2.016 	1.919 	2.349 	1.914 	1.444 	1.371 	2.595 	1.947 	1.11 	1.903 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ07	0.872 p	1.333 	1.389 	2.189 	1.487 	1.609 	1.437 	0.421 	1.1 	0.807 	0.589 	1.006 	1.27 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ071	1.102 p	1.232 	1.458 	2.475 	1.792 	1.453 	1.354 	0.406 	1.142 	0.496 	0.723 	0.605 	0.918 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ072	0.641 p	1.432 	1.32 	1.914 	1.193 	1.763 	1.518 	0.436 	1.055 	1.129 	0.451 	1.415 	1.636 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ08	0.507 p	0.808 	0.775 	0.677 	0.56 	0.933 	0.852 	0.653 	1.243 	1.718 	0.808 	1.073 	1.312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,CZ080	0.507 p	0.808 	0.775 	0.677 	0.56 	0.933 	0.852 	0.653 	1.243 	1.718 	0.808 	1.073 	1.312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,DE	6.716 p	8.453 	9.034 	9.497 	9.015 	9.686 	10.068 	10.446 	10.184 	9.999 	9.895 	10.062 	10.448 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,DE1	10.154 p	13.602 	14.68 	16.413 	14.871 	16.326 	17.769 	18.655 	18.019 	17.636 	17.694 	17.055 	16.912 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,DE11	10.009 p	14.442 	15.583 	17.159 	15.25 	16.731 	17.681 	19.158 	18.743 	18.507 	19.395 	19.796 	19.855 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,DE111	7.219 p	9.523 	11.101 	12.383 	11.416 	11.519 	10.844 	11.56 	11.953 	11.534 	13.055 	13.722 	13.678 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,DE112	9.227 p	11.242 	12.811 	15.338 	14.002 	13.917 	17.413 	23.264 	19.072 	18.823 	20.233 	22.074 	19.64 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,DE113	13.826 p	17.468 	19.491 	19.64 	16.131 	26.461 	27.782 	23.731 	24.113 	24.677 	25.709 	22.557 	23.807 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
GDP_BEUR,DE114	10.352 p	15.519 	17.12 	13.198 	11.954 	14.941 	16.725 	16.251 	20.433 	16.027 	18.357 	13.445 	16.897 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
