unit,nstr24,geo\time	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 
THS_T,11,DEA51	78 	270 	57 	120 	142 	104 	127 	266 	250 
THS_T,11,DEA52	495 	452 	599 	292 	332 	313 	359 	501 	384 
THS_T,11,DEA53	282 	204 	139 	191 	265 	209 	273 	329 	493 
THS_T,11,DEA54	92 	116 	32 	81 	53 	63 	265 	107 	47 
THS_T,11,DEA55	96 	30 	62 	32 	17 	16 	60 	53 	58 
THS_T,11,DEA56	765 	796 	450 	499 	364 	321 	429 	373 	359 
THS_T,11,DEA57	100 	72 	40 	59 	83 	88 	79 	101 	133 
THS_T,11,DEA58	542 	525 	405 	441 	214 	618 	313 	680 	348 
THS_T,11,DEA59	148 	150 	193 	148 	145 	179 	113 	282 	123 
THS_T,11,DEA5A	682 	496 	543 	568 	343 	274 	486 	600 	464 
THS_T,11,DEA5B	49 	106 	17 	43 	86 	93 	22 	182 	25 
THS_T,11,DEA5C	188 	117 	119 	92 	156 	183 	183 	318 	151 
THS_T,11,DEB11	41 	51 	19 	5 	22 	22 	77 	83 	14 
THS_T,11,DEB12	3 	13 	8 	4 	7 	1 	10 	1 	5 
THS_T,11,DEB13	56 	57 	73 	74 	110 	81 	27 	84 	75 
THS_T,11,DEB14	89 	138 	47 	13 	13 	70 	32 	9 	19 
THS_T,11,DEB15	32 	106 	17 	32 	11 	52 	47 	18 	27 
THS_T,11,DEB16	9 	1 	4 	4 	2 	5 	1 	6 	11 
THS_T,11,DEB17	129 	128 	89 	52 	44 	144 	52 	70 	118 
THS_T,11,DEB18	79 	25 	9 	64 	36 	105 	181 	88 	121 
THS_T,11,DEB19	8 	12 	: 	5 	7 	7 	8 	28 	3 
THS_T,11,DEB1A	31 	25 	25 	20 	47 	20 	22 	59 	96 
THS_T,11,DEB1B	39 	18 	25 	66 	61 	24 	91 	138 	67 
THS_T,11,DEB21	115 	130 	49 	154 	48 	44 	42 	117 	47 
THS_T,11,DEB22	21 	34 	2 	29 	12 	36 	6 	16 	18 
THS_T,11,DEB23	27 	8 	1 	18 	5 	15 	14 	7 	10 
THS_T,11,DEB24	16 	17 	38 	3 	9 	4 	7 	23 	16 
THS_T,11,DEB25	9 	36 	2 	4 	: 	46 	13 	3 	28 
THS_T,11,DEB31	: 	4 	15 	: 	1 	1 	8 	: 	13 
THS_T,11,DEB32	34 	47 	33 	64 	42 	42 	69 	26 	53 
THS_T,11,DEB33	10 	23 	14 	5 	16 	28 	15 	51 	7 
THS_T,11,DEB34	133 	27 	79 	58 	130 	57 	325 	200 	74 
THS_T,11,DEB35	73 	6 	13 	11 	22 	8 	20 	13 	114 
THS_T,11,DEB36	25 	13 	13 	56 	124 	38 	32 	23 	10 
THS_T,11,DEB37	3 	5 	4 	2 	5 	17 	8 	5 	17 
THS_T,11,DEB38	1 	3 	8 	1 	20 	10 	22 	5 	2 
THS_T,11,DEB39	33 	2 	10 	14 	30 	11 	21 	15 	30 
THS_T,11,DEB3A	5 	14 	12 	10 	6 	48 	15 	18 	14 
THS_T,11,DEB3B	23 	18 	2 	2 	26 	9 	11 	2 	8 
THS_T,11,DEB3C	12 	16 	14 	5 	1 	28 	11 	2 	18 
THS_T,11,DEB3D	34 	61 	14 	32 	39 	6 	73 	39 	35 
THS_T,11,DEB3E	101 	86 	190 	25 	15 	31 	18 	168 	28 
THS_T,11,DEB3F	15 	11 	24 	31 	11 	5 	23 	15 	50 
THS_T,11,DEB3G	15 	1 	6 	20 	3 	6 	14 	6 	10 
THS_T,11,DEB3H	8 	31 	8 	32 	11 	47 	3 	9 	4 
THS_T,11,DEB3I	20 	18 	13 	6 	4 	1 	13 	16 	9 
THS_T,11,DEB3J	30 	26 	7 	8 	16 	22 	13 	21 	42 
THS_T,11,DEB3K	: 	5 	5 	1 	8 	7 	: z	3 	2 
THS_T,11,DEC01	344 	212 	340 	201 	335 	252 	212 	358 	119 
THS_T,11,DEC02	8 	4 	4 	13 	10 	10 	8 	12 	25 
THS_T,11,DEC03	72 	20 	10 	31 	23 	19 	31 	14 	68 
THS_T,11,DEC04	111 	424 	36 	103 	69 	198 	245 	51 	54 
THS_T,11,DEC05	210 	215 	71 	256 	161 	141 	311 	152 	175 
THS_T,11,DEC06	14 	13 	14 	29 	8 	24 	2 	19 	: z
THS_T,11,DED11	92 	83 	112 	65 	143 	101 	43 	1273 	92 
THS_T,11,DED12	15 	31 	26 	35 	19 	53 	: 	2 	2 
THS_T,11,DED13	108 	148 	88 	80 	124 	73 	130 	37 	120 
THS_T,11,DED14	38 	23 	8 	42 	11 	10 	21 	39 	26 
THS_T,11,DED15	47 	61 	21 	29 	5 	40 	44 	75 	63 
THS_T,11,DED16	103 	15 	64 	325 	32 	140 	172 	37 	99 
THS_T,11,DED17	132 	175 	17 	37 	37 	43 	92 	59 	42 
THS_T,11,DED18	27 	22 	43 	40 	23 	6 	30 	38 	48 
THS_T,11,DED19	49 	23 	24 	89 	28 	30 	21 	29 	18 
THS_T,11,DED1A	86 	26 	24 	40 	20 	50 	32 	50 	30 
THS_T,11,DED1B	144 	86 	48 	135 	110 	91 	34 	102 	157 
THS_T,11,DED1C	56 	12 	19 	19 	33 	44 	44 	43 	38 
THS_T,11,DED21	141 	274 	244 	140 	153 	167 	294 	383 	125 
THS_T,11,DED22	44 	7 	12 	23 	20 	15 	1 	: 	: 
THS_T,11,DED23	7 	3 	4 	: z	2 	19 	17 	41 	77 
THS_T,11,DED24	22 	64 	30 	30 	63 	15 	89 	30 	54 
THS_T,11,DED25	36 	117 	32 	29 	27 	32 	65 	75 	29 
THS_T,11,DED26	33 	19 	29 	13 	47 	70 	92 	65 	87 
THS_T,11,DED27	158 	232 	74 	27 	78 	146 	121 	110 	144 
THS_T,11,DED28	36 	28 	81 	24 	40 	72 	26 	32 	45 
THS_T,11,DED29	59 	5 	11 	9 	43 	2 	76 	53 	70 
THS_T,11,DED2A	42 	39 	11 	52 	42 	21 	35 	41 	7 
THS_T,11,DED2B	107 	93 	97 	136 	54 	103 	15 	19 	20 
THS_T,11,DED31	256 	145 	87 	45 	81 	113 	80 	43 	112 
THS_T,11,DED32	29 	17 	11 	23 	123 	56 	11 	13 	18 
THS_T,11,DED33	36 	25 	27 	53 	26 	14 	64 	17 	14 
THS_T,11,DED34	256 	204 	250 	137 	112 	86 	191 	380 	376 
THS_T,11,DED35	12 	25 	3 	4 	10 	13 	15 	120 	15 
THS_T,11,DED36	35 	12 	9 	31 	17 	13 	70 	46 	71 
THS_T,11,DEE02	75 	154 	67 	66 	72 	39 	41 	86 	154 
THS_T,11,DEE03	88 	92 	50 	76 	88 	67 	88 	73 	116 
THS_T,11,DEE04	33 	50 	99 	2 	1 	29 	23 	38 	20 
THS_T,11,DEE0D	36 	38 	21 	1 	21 	4 	100 	109 	20 
THS_T,11,DEE11	49 	26 	59 	14 	10 	27 	48 	23 	98 
THS_T,11,DEE12	139 	168 	107 	9 	27 	67 	55 	53 	36 
THS_T,11,DEE13	1 	22 	18 	28 	8 	10 	11 	16 	: 
THS_T,11,DEE14	66 	49 	92 	31 	105 	92 	52 	66 	29 
THS_T,11,DEE15	25 	23 	22 	19 	28 	9 	70 	27 	18 
THS_T,11,DEE16	26 	15 	21 	8 	13 	44 	17 	12 	44 
THS_T,11,DEE22	80 	122 	37 	25 	79 	44 	58 	83 	97 
THS_T,11,DEE23	57 	39 	30 	11 	152 	13 	37 	20 	55 
THS_T,11,DEE24	18 	91 	53 	23 	84 	41 	207 	364 	253 
THS_T,11,DEE25	104 	6 	1 	8 	4 	56 	3 	25 	14 
THS_T,11,DEE26	20 	1 	15 	4 	5 	9 	16 	18 	48 
THS_T,11,DEE27	6 	3 	4 	4 	1 	3 	53 	35 	32 
THS_T,11,DEE32	58 	32 	37 	36 	35 	23 	22 	82 	35 
THS_T,11,DEE33	24 	19 	24 	27 	21 	12 	29 	21 	17 
THS_T,11,DEE34	74 	64 	20 	77 	44 	39 	81 	50 	28 
THS_T,11,DEE35	17 	40 	26 	20 	21 	16 	33 	42 	68 
THS_T,11,DEE36	23 	32 	32 	1 	13 	: z	9 	38 	239 
THS_T,11,DEE38	11 	14 	6 	3 	21 	7 	13 	97 	15 
THS_T,11,DEE39	7 	5 	5 	13 	66 	13 	19 	178 	31 
THS_T,11,DEE3A	: z	9 	8 	10 	18 	16 	25 	15 	31 
THS_T,11,DEF01	71 	18 	72 	19 	10 	108 	34 	9 	80 
THS_T,11,DEF02	27 	51 	16 	29 	30 	10 	66 	46 	44 
THS_T,11,DEF03	151 	233 	54 	218 	25 	42 	46 	99 	49 
THS_T,11,DEF04	45 	25 	12 	18 	19 	10 	8 	58 	20 
THS_T,11,DEF05	52 	30 	30 	34 	11 	39 	17 	20 	76 
THS_T,11,DEF06	8 	8 	4 	38 	9 	11 	73 	7 	17 
THS_T,11,DEF07	58 	16 	5 	15 	39 	2 	8 	5 	17 
THS_T,11,DEF08	3 	38 	4 	19 	6 	4 	13 	24 	3 
THS_T,11,DEF09	39 	11 	12 	56 	84 	47 	33 	57 	56 
THS_T,11,DEF0A	4 	8 	5 	: 	3 	1 	7 	3 	12 
THS_T,11,DEF0B	43 	38 	20 	55 	21 	32 	9 	22 	21 
THS_T,11,DEF0C	66 	44 	9 	20 	21 	4 	237 	52 	52 
THS_T,11,DEF0D	16 	42 	11 	13 	61 	26 	50 	159 	25 
THS_T,11,DEF0E	65 	109 	66 	63 	79 	25 	93 	148 	57 
THS_T,11,DEF0F	225 	255 	146 	45 	177 	71 	48 	88 	165 
THS_T,11,DEG01	79 	33 	33 	33 	153 	77 	162 	66 	32 
THS_T,11,DEG02	19 	28 	23 	22 	4 	20 	15 	45 	59 
THS_T,11,DEG03	7 	10 	5 	4 	30 	10 	17 	9 	56 
THS_T,11,DEG04	13 	4 	2 	7 	7 	9 	: 	1 	3 
THS_T,11,DEG05	1 	: 	4 	8 	25 	7 	: 	2 	9 
THS_T,11,DEG06	17 	41 	22 	25 	8 	34 	24 	98 	63 
THS_T,11,DEG07	67 	84 	29 	58 	27 	85 	31 	59 	147 
THS_T,11,DEG09	39 	21 	36 	9 	46 	16 	33 	29 	15 
THS_T,11,DEG0A	26 	3 	7 	11 	2 	4 	40 	20 	7 
THS_T,11,DEG0B	139 	135 	69 	77 	49 	38 	23 	163 	38 
THS_T,11,DEG0C	96 	39 	32 	20 	13 	28 	41 	45 	146 
THS_T,11,DEG0D	11 	17 	18 	51 	1 	6 	24 	12 	48 
THS_T,11,DEG0E	5 	61 	31 	10 	23 	13 	61 	29 	13 
THS_T,11,DEG0F	44 	32 	57 	39 	9 	18 	32 	35 	12 
THS_T,11,DEG0G	29 	7 	3 	9 	4 	24 	31 	35 	20 
THS_T,11,DEG0H	52 	79 	24 	16 	16 	30 	18 	40 	50 
THS_T,11,DEG0I	77 	51 	34 	77 	112 	989 	43 	47 	87 
THS_T,11,DEG0J	32 	27 	44 	87 	37 	51 	109 	182 	50 
THS_T,11,DEG0K	42 	80 	8 	17 	24 	40 	13 	37 	16 
THS_T,11,DEG0L	26 	40 	57 	61 	42 	82 	227 	89 	78 
THS_T,11,DEG0M	45 	32 	20 	73 	: 	42 	57 	39 	39 
THS_T,11,DEG0N	36 	24 	24 	19 	4 	48 	39 	57 	40 
THS_T,11,DEG0P	56 	69 	51 	84 	129 	65 	53 	130 	35 
THS_T,11,DK001	: z	80 	86 	181 	13 	46 	38 	17 	177 
THS_T,11,DK002	34 	41 	17 	110 	231 	66 	134 	43 	92 
THS_T,11,DK003	228 	41 	25 	108 	38 	41 	54 	28 	34 
THS_T,11,DK004	22 	94 	326 	65 	7 	93 	49 	5 	: 
THS_T,11,DK005	332 	28 	19 	113 	59 	6 	320 	153 	191 
THS_T,11,DK006	182 	87 	13 	17 	11 	3 	20 	179 	6 
THS_T,11,DK009	146 	65 	21 	27 	161 	75 	64 	79 	31 
THS_T,11,DK00A	187 	5 	62 	17 	59 	107 	53 	128 	186 
THS_T,11,DK00B	121 	401 	272 	13 	77 	725 	321 	283 	89 
THS_T,11,DK00C	: 	83 	227 	99 	39 	217 	190 	98 	6 
THS_T,11,DK00D	: 	103 	256 	77 	336 	506 	126 	186 	165 
THS_T,11,DK00E	: 	52 	94 	200 	70 	221 	9 	90 	160 
THS_T,11,DK00F	: 	271 	77 	190 	29 	10 	38 	94 	22 
THS_T,11,DK014	130 	3 	: 	: 	: 	: 	: 	: z	149 
THS_T,11,DK031	396 	55 	176 	63 	831 	65 	382 	534 	353 
THS_T,11,EE001	56 	21 	115 	: 	: 	: 	: 	: 	: 
THS_T,11,EE004	29 	12 	: z	: 	: 	: 	: 	: 	: 
THS_T,11,EE006	51 	22 	47 	: 	: 	: 	: 	: 	: 
THS_T,11,EE007	116 	: 	1 	: 	: 	: 	: 	: 	: 
THS_T,11,EE008	4 	3 	5 	: 	: 	: 	: 	: 	: 
THS_T,11,EL111	46 	90 	: 	126 	: 	: 	: 	: 	: 
THS_T,11,EL112	: 	: 	14 	18 	: 	: 	: 	: 	: 
THS_T,11,EL113	: 	: 	7 	: 	6 	: 	: 	: 	: 
THS_T,11,EL115	14 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,EL122	385 	459 	644 	117 	208 	: 	: 	: 	: 
THS_T,11,EL123	: 	61 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,EL125	16 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,EL126	47 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,EL127	: 	: 	42 	: 	: 	: 	: 	: 	: 
THS_T,11,EL132	131 	113 	: 	408 	: 	: 	: 	: 	: 
THS_T,11,EL133	84 	114 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,EL134	: 	65 	: 	19 	: 	: 	: 	: 	: 
THS_T,11,EL141	43 	: 	: 	10 	10 	: 	: 	: 	: 
THS_T,11,EL142	76 	48 	: 	286 	62 	: 	: 	: 	: 
THS_T,11,EL143	777 	155 	154 	354 	59 	: 	: 	: 	: 
THS_T,11,EL144	: 	: 	: 	62 	: 	: 	: 	: 	: 
THS_T,11,EL211	: 	: 	: 	6 	: 	: 	: 	: 	: 
THS_T,11,EL213	9 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,EL214	: 	: 	: 	: 	9 	: 	: 	: 	: 
THS_T,11,EL231	2 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,EL232	61 	40 	: 	69 	19 	: 	: 	: 	: 
THS_T,11,EL233	6 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,EL241	685 	228 	593 	7 	12 	: 	: 	: 	: 
THS_T,11,EL242	271 	198 	421 	56 	98 	: 	: 	: 	: 
THS_T,11,EL244	36 	: 	3684 	: 	: 	: 	: 	: 	: 
THS_T,11,EL251	: 	: 	: 	7 	3 	: 	: 	: 	: 
THS_T,11,EL252	: 	47 	: 	6 	: 	: 	: 	: 	: 
THS_T,11,EL253	98 	41 	100 	: 	: 	: 	: 	: 	: 
THS_T,11,EL254	: 	99 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,EL255	1 	: 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,EL300	591 	1322 	1371 	973 	189 	: 	: 	: 	: 
THS_T,11,EL411	: 	2 	2 	: 	9 	: 	: 	: 	: 
THS_T,11,EL412	: 	: 	: 	: 	6 	: 	: 	: 	: 
THS_T,11,EL421	: 	19 	: 	: 	12 	: 	: 	: 	: 
THS_T,11,EL422	10 	: 	50 	: 	: 	: 	: 	: 	: 
THS_T,11,EL431	: 	45 	101 	187 	102 	: 	: 	: 	: 
THS_T,11,EL433	4 	153 	64 	: 	61 	: 	: 	: 	: 
THS_T,11,EL434	12 	3 	: 	: 	: 	: 	: 	: 	: 
THS_T,11,ES111	643 	1526 	1159 	1131 	692 	948 	578 	589 	496 
THS_T,11,ES112	67 	22 	90 	38 	40 	49 	41 	10 	14 
THS_T,11,ES113	385 	126 	43 	18 	16 	21 	31 	40 	12 
THS_T,11,ES114	458 	601 	433 	184 	144 	416 	368 	192 	198 
THS_T,11,ES12	: 	: 	: 	: 	520 	707 	664 	357 	300 
THS_T,11,ES120	1300 	1707 	1985 	1148 	520 	707 	664 	357 	300 
THS_T,11,ES13	: 	: 	: 	: 	1302 	668 	429 	262 	150 
THS_T,11,ES130	485 	1195 	2706 	671 	1302 	668 	429 	262 	150 
THS_T,11,ES211	469 	608 	713 	538 	560 	457 	235 	261 	210 
THS_T,11,ES212	2964 	3117 	2936 	2684 	2251 	2798 	1918 	2158 	1711 
THS_T,11,ES213	3562 	3602 	3977 	3584 	2444 	2963 	2477 	2567 	2726 
THS_T,11,ES22	: 	: 	: 	: 	521 	717 	508 	531 	567 
THS_T,11,ES220	433 	529 	524 	538 	521 	717 	508 	531 	567 
THS_T,11,ES23	: 	: 	: 	: 	174 	63 	36 	16 	129 
THS_T,11,ES230	45 	160 	171 	81 	174 	63 	36 	16 	129 
THS_T,11,ES241	45 	79 	: 	: 	: 	39 	105 	11 	16 
THS_T,11,ES242	131 	23 	41 	102 	55 	43 	29 	169 	133 
THS_T,11,ES243	1014 	955 	427 	679 	304 	438 	164 	152 	290 
THS_T,11,ES3	: 	: 	: 	: 	1284 	909 	574 	522 	827 
THS_T,11,ES300	1880 	1551 	1428 	817 	1284 	909 	574 	522 	827 
THS_T,11,ES411	26 	8 	13 	21 	: 	16 	8 	20 	17 
THS_T,11,ES412	82 	108 	266 	166 	148 	124 	116 	41 	89 
THS_T,11,ES413	147 	65 	289 	142 	254 	56 	307 	173 	36 
THS_T,11,ES414	213 	200 	290 	299 	205 	74 	84 	144 	46 
THS_T,11,ES415	48 	45 	59 	25 	12 	54 	37 	40 	29 
THS_T,11,ES416	: 	6 	5 	78 	33 	12 	29 	45 	9 
THS_T,11,ES417	14 	10 	35 	5 	11 	: 	9 	52 	8 
THS_T,11,ES418	177 	297 	293 	348 	128 	148 	164 	287 	207 
THS_T,11,ES419	36 	35 	17 	60 	16 	27 	4 	15 	10 
THS_T,11,ES421	117 	93 	219 	15 	58 	63 	40 	18 	10 
THS_T,11,ES422	38 	126 	88 	41 	2 	8 	58 	57 	39 
THS_T,11,ES423	30 	16 	12 	22 	21 	21 	23 	13 	: 
THS_T,11,ES424	309 	57 	49 	75 	76 	117 	60 	23 	8 
THS_T,11,ES425	207 	36 	147 	184 	100 	100 	35 	37 	75 
THS_T,11,ES431	146 	132 	226 	122 	186 	153 	77 	21 	17 
THS_T,11,ES432	20 	60 	79 	53 	: 	35 	: 	7 	43 
THS_T,11,ES511	2564 	3014 	2558 	2030 	2057 	2076 	1245 	1576 	1006 
THS_T,11,ES512	152 	132 	92 	216 	146 	107 	180 	56 	148 
THS_T,11,ES513	224 	386 	193 	59 	116 	97 	61 	72 	60 
THS_T,11,ES514	345 	302 	96 	233 	190 	128 	112 	132 	59 
THS_T,11,ES521	285 	392 	240 	187 	105 	114 	84 	31 	83 
THS_T,11,ES522	91 	647 	60 	155 	171 	105 	119 	279 	116 
THS_T,11,ES523	755 	563 	971 	931 	778 	901 	526 	559 	713 
THS_T,11,ES53	: 	: 	: 	: 	228 	53 	32 	13 	11 
THS_T,11,ES530	226 	138 	45 	142 	228 	53 	32 	13 	11 
THS_T,11,ES611	91 	61 	77 	167 	47 	33 	32 	33 	: 
THS_T,11,ES612	252 	224 	185 	415 	136 	354 	70 	77 	222 
THS_T,11,ES613	130 	222 	134 	252 	85 	89 	52 	31 	35 
THS_T,11,ES614	74 	83 	44 	104 	67 	186 	133 	31 	67 
THS_T,11,ES615	272 	239 	134 	627 	136 	101 	95 	69 	391 
THS_T,11,ES616	79 	91 	153 	103 	71 	67 	60 	96 	28 
THS_T,11,ES617	265 	180 	107 	129 	83 	78 	54 	12 	7 
THS_T,11,ES618	1148 	1420 	1341 	509 	829 	503 	461 	145 	504 
THS_T,11,ES62	: 	: 	: 	: 	432 	284 	241 	163 	68 
THS_T,11,ES620	1076 	542 	261 	405 	432 	284 	241 	163 	68 
THS_T,11,ES630	: 	: 	5 	: 	: 	: 	: 	: 	: 
THS_T,11,ES640	: 	: 	: 	56 	: 	: 	: 	: 	: 
THS_T,11,ES701	36 	46 	2 	: 	7 	: 	: 	4 	8 
THS_T,11,ES702	200 	199 	205 	123 	66 	3 	: 	81 	2 
THS_T,11,FI131	12 	54 	172 	95 	11 	: 	: 	25 	: 
THS_T,11,FI132	26 	177 	75 	212 	60 	32 	73 	82 	24 
THS_T,11,FI133	: 	728 	: 	2 	6 	: 	105 	19 	45 
THS_T,11,FI134	: 	: 	: 	: 	4 	59 	: 	116 	341 
THS_T,11,FI181	655 	378 	905 	715 	1136 	977 	533 	632 	1322 
THS_T,11,FI182	12 	: 	62 	: 	: 	: 	: 	31 	22 
THS_T,11,FI183	12 	416 	161 	361 	54 	15 	49 	219 	32 
THS_T,11,FI184	16 	183 	23 	41 	: 	157 	166 	98 	41 
THS_T,11,FI185	258 	21 	351 	205 	89 	: 	86 	116 	39 
THS_T,11,FI186	: 	108 	943 	101 	179 	29 	37 	241 	44 
THS_T,11,FI187	390 	727 	631 	132 	37 	105 	133 	152 	48 
THS_T,11,FI191	459 	279 	326 	214 	188 	165 	119 	165 	51 
THS_T,11,FI192	110 	290 	277 	67 	156 	1 	108 	269 	188 
THS_T,11,FI193	: 	28 	27 	26 	: 	15 	78 	: 	225 
THS_T,11,FI194	87 	73 	164 	50 	127 	31 	41 	: 	: 
THS_T,11,FI195	279 	201 	128 	45 	58 	3 	: 	92 	81 
THS_T,11,FI1A1	50 	: 	42 	76 	43 	67 	: 	: 	: 
THS_T,11,FI1A2	1177 	125 	470 	145 	346 	77 	277 	447 	218 
THS_T,11,FI1A3	40 	450 	226 	793 	74 	681 	74 	: 	468 
THS_T,11,FR101	8 	3 	15 	: 	: 	: 	15 	33 	122 
THS_T,11,FR102	299 	178 	486 	282 	230 	142 	119 	247 	231 
THS_T,11,FR103	567 	355 	122 	303 	48 	692 	439 	196 	134 
THS_T,11,FR104	148 	100 	10 	139 	192 	118 	83 	637 	197 
THS_T,11,FR105	469 	296 	151 	316 	20 	187 	129 	325 	136 
THS_T,11,FR106	236 	584 	398 	189 	119 	321 	329 	327 	154 
THS_T,11,FR107	90 	129 	334 	157 	299 	278 	96 	86 	331 
THS_T,11,FR108	191 	305 	343 	74 	264 	997 	304 	234 	102 
THS_T,11,FR211	47 	47 	24 	57 	257 	472 	28 	66 	19 
THS_T,11,FR212	107 	281 	268 	20 	92 	113 	84 	53 	17 
THS_T,11,FR213	288 	339 	208 	190 	737 	383 	260 	50 	59 
THS_T,11,FR214	102 	248 	312 	213 	166 	353 	186 	97 	39 
THS_T,11,FR221	158 	145 	277 	27 	52 	170 	46 	194 	37 
THS_T,11,FR222	363 	299 	212 	546 	232 	193 	368 	78 	463 
THS_T,11,FR223	116 	441 	38 	69 	46 	98 	262 	80 	48 
THS_T,11,FR231	121 	663 	297 	181 	228 	130 	23 	219 	222 
THS_T,11,FR232	540 	556 	209 	96 	272 	415 	187 	200 	225 
THS_T,11,FR241	127 	262 	104 	46 	68 	12 	19 	51 	96 
THS_T,11,FR242	174 	96 	6 	75 	143 	45 	313 	231 	63 
THS_T,11,FR243	54 	46 	25 	92 	74 	286 	28 	748 	47 
THS_T,11,FR244	66 	114 	107 	205 	90 	62 	69 	107 	32 
THS_T,11,FR245	88 	153 	163 	219 	127 	44 	24 	324 	53 
THS_T,11,FR246	430 	489 	533 	585 	305 	41 	198 	189 	49 
THS_T,11,FR251	145 	404 	165 	257 	243 	138 	98 	68 	174 
THS_T,11,FR252	123 	173 	133 	150 	195 	279 	168 	18 	111 
THS_T,11,FR253	141 	339 	80 	343 	146 	47 	201 	47 	45 
THS_T,11,FR261	128 	52 	41 	31 	257 	73 	51 	183 	185 
THS_T,11,FR262	17 	97 	42 	85 	71 	13 	25 	80 	7 
THS_T,11,FR263	217 	165 	745 	396 	139 	51 	79 	35 	48 
THS_T,11,FR264	30 	214 	81 	64 	43 	151 	49 	24 	58 
THS_T,11,FR301	1593 	3112 	1274 	995 	980 	1383 	1391 	935 	1549 
THS_T,11,FR302	858 	343 	495 	442 	1042 	653 	797 	534 	604 
THS_T,11,FR411	139 	221 	218 	210 	109 	207 	206 	312 	252 
THS_T,11,FR412	86 	51 	9 	51 	79 	25 	48 	58 	122 
THS_T,11,FR413	667 	1710 	2028 	1276 	1266 	1383 	1000 	911 	2603 
THS_T,11,FR414	102 	82 	167 	286 	68 	69 	200 	49 	155 
THS_T,11,FR421	161 	1226 	1601 	468 	155 	260 	420 	123 	518 
THS_T,11,FR422	121 	54 	46 	183 	87 	544 	370 	365 	109 
THS_T,11,FR431	181 	292 	87 	152 	401 	102 	451 	138 	151 
THS_T,11,FR432	2 	32 	33 	24 	11 	12 	: 	4 	4 
THS_T,11,FR433	89 	33 	21 	30 	106 	30 	6 	28 	58 
THS_T,11,FR434	192 	27 	35 	210 	34 	59 	281 	44 	95 
THS_T,11,FR511	348 	641 	253 	446 	456 	88 	110 	213 	109 
THS_T,11,FR512	274 	263 	147 	103 	219 	159 	95 	156 	59 
THS_T,11,FR513	39 	40 	15 	50 	101 	24 	97 	99 	28 
THS_T,11,FR514	196 	188 	53 	49 	138 	284 	618 	462 	72 
THS_T,11,FR515	90 	157 	89 	111 	15 	65 	9 	123 	115 
THS_T,11,FR521	104 	120 	173 	115 	153 	163 	41 	53 	20 
THS_T,11,FR522	272 	147 	281 	331 	362 	269 	225 	5 	189 
THS_T,11,FR523	98 	110 	249 	39 	29 	3 	25 	12 	68 
THS_T,11,FR524	107 	152 	175 	209 	30 	: 	22 	17 	381 
THS_T,11,FR531	129 	74 	4 	378 	15 	5 	184 	31 	237 
THS_T,11,FR532	166 	69 	128 	3 	10 	: 	2 	: 	20 
THS_T,11,FR533	36 	108 	112 	143 	79 	107 	65 	96 	90 
THS_T,11,FR534	77 	86 	68 	256 	17 	35 	31 	93 	9 
THS_T,11,FR611	3 	12 	: 	: 	: 	8 	5 	19 	19 
THS_T,11,FR612	580 	354 	152 	189 	285 	261 	132 	35 	217 
THS_T,11,FR613	15 	30 	14 	103 	70 	235 	66 	134 	17 
THS_T,11,FR614	60 	66 	41 	12 	60 	11 	150 	22 	19 
THS_T,11,FR615	91 	108 	90 	578 	138 	20 	68 	59 	77 
THS_T,11,FR621	3 	9 	17 	: 	3 	: 	73 	40 	18 
THS_T,11,FR622	25 	41 	37 	6 	5 	44 	10 	: 	9 
THS_T,11,FR623	68 	102 	149 	137 	515 	699 	189 	8 	39 
THS_T,11,FR624	2 	7 	15 	: 	10 	4 	3 	: 	: 
THS_T,11,FR625	17 	80 	74 	: 	10 	: 	25 	28 	14 
THS_T,11,FR626	109 	15 	: 	: 	6 	: 	3 	2 	: 
THS_T,11,FR627	161 	29 	: 	5 	62 	272 	14 	110 	4 
THS_T,11,FR628	: 	22 	41 	: 	45 	5 	: 	13 	5 
THS_T,11,FR631	101 	13 	6 	8 	7 	70 	148 	411 	: 
THS_T,11,FR632	38 	17 	10 	10 	8 	: 	8 	19 	11 
THS_T,11,FR633	52 	104 	: 	43 	41 	7 	8 	: 	103 
THS_T,11,FR711	41 	239 	38 	183 	97 	166 	16 	292 	125 
THS_T,11,FR712	44 	14 	: 	: 	27 	84 	60 	56 	17 
THS_T,11,FR713	90 	33 	53 	56 	32 	61 	67 	92 	111 
THS_T,11,FR714	344 	706 	231 	263 	291 	256 	156 	427 	190 
THS_T,11,FR715	1462 	209 	182 	245 	338 	204 	232 	99 	272 
THS_T,11,FR716	742 	709 	557 	838 	463 	249 	349 	513 	373 
THS_T,11,FR717	118 	149 	93 	166 	52 	103 	27 	91 	89 
THS_T,11,FR718	57 	201 	132 	241 	50 	108 	176 	58 	80 
