unit,iccs,geo\time	2010 	2009 	2008 
NR,ICCS0401,DEA46	240 	185 	: 
NR,ICCS0401,DEA47	136 	149 	: 
NR,ICCS0401,DEA51	436 	341 	: 
NR,ICCS0401,DEA52	1125 	804 	: 
NR,ICCS0401,DEA53	179 	215 	: 
NR,ICCS0401,DEA54	131 	148 	: 
NR,ICCS0401,DEA55	154 	162 	: 
NR,ICCS0401,DEA56	125 	152 	: 
NR,ICCS0401,DEA57	92 	81 	: 
NR,ICCS0401,DEA58	250 	236 	: 
NR,ICCS0401,DEA59	24 	37 	: 
NR,ICCS0401,DEA5A	96 	99 	: 
NR,ICCS0401,DEA5B	155 	119 	: 
NR,ICCS0401,DEA5C	293 	291 	: 
NR,ICCS0401,DEB	1562 	1532 	1600 
NR,ICCS0401,DEB11	93 	68 	: 
NR,ICCS0401,DEB12	53 	45 	: 
NR,ICCS0401,DEB13	38 	36 	: 
NR,ICCS0401,DEB14	53 	60 	: 
NR,ICCS0401,DEB15	34 	32 	: 
NR,ICCS0401,DEB16	4 	7 	: 
NR,ICCS0401,DEB17	44 	44 	: 
NR,ICCS0401,DEB18	73 	65 	: 
NR,ICCS0401,DEB19	29 	20 	: 
NR,ICCS0401,DEB1A	20 	18 	: 
NR,ICCS0401,DEB1B	35 	43 	: 
NR,ICCS0401,DEB21	70 	64 	: 
NR,ICCS0401,DEB22	20 	28 	: 
NR,ICCS0401,DEB23	11 	15 	: 
NR,ICCS0401,DEB24	10 	13 	: 
NR,ICCS0401,DEB25	14 	21 	: 
NR,ICCS0401,DEB31	44 	43 	: 
NR,ICCS0401,DEB32	108 	108 	: 
NR,ICCS0401,DEB33	26 	25 	: 
NR,ICCS0401,DEB34	139 	179 	: 
NR,ICCS0401,DEB35	143 	144 	: 
NR,ICCS0401,DEB36	39 	20 	: 
NR,ICCS0401,DEB37	30 	34 	: 
NR,ICCS0401,DEB38	34 	30 	: 
NR,ICCS0401,DEB39	99 	87 	: 
NR,ICCS0401,DEB3A	24 	19 	: 
NR,ICCS0401,DEB3B	30 	21 	: 
NR,ICCS0401,DEB3C	35 	40 	: 
NR,ICCS0401,DEB3D	21 	25 	: 
NR,ICCS0401,DEB3E	42 	32 	: 
NR,ICCS0401,DEB3F	34 	26 	: 
NR,ICCS0401,DEB3G	11 	13 	: 
NR,ICCS0401,DEB3H	13 	18 	: 
NR,ICCS0401,DEB3I	37 	31 	: 
NR,ICCS0401,DEB3J	45 	48 	: 
NR,ICCS0401,DEB3K	5 	10 	: 
NR,ICCS0401,DEC	546 	547 	545 
NR,ICCS0401,DEC01	304 	303 	: 
NR,ICCS0401,DEC02	28 	20 	: 
NR,ICCS0401,DEC03	58 	66 	: 
NR,ICCS0401,DEC04	86 	83 	: 
NR,ICCS0401,DEC05	52 	54 	: 
NR,ICCS0401,DEC06	18 	20 	: 
NR,ICCS0401,DED	1944 	2077 	1943 
NR,ICCS0401,DED21	292 	341 	: 
NR,ICCS0401,DED2C	119 	103 	: 
NR,ICCS0401,DED2D	138 	156 	: 
NR,ICCS0401,DED2E	93 	117 	: 
NR,ICCS0401,DED2F	75 	94 	: 
NR,ICCS0401,DED41	130 	133 	: 
NR,ICCS0401,DED42	84 	91 	: 
NR,ICCS0401,DED43	77 	80 	: 
NR,ICCS0401,DED44	89 	72 	: 
NR,ICCS0401,DED45	111 	118 	: 
NR,ICCS0401,DED51	578 	594 	: 
NR,ICCS0401,DED52	102 	80 	: 
NR,ICCS0401,DED53	56 	98 	: 
NR,ICCS0401,DEE	1350 	1564 	1806 
NR,ICCS0401,DEE01	98 	101 	: 
NR,ICCS0401,DEE02	241 	346 	: 
NR,ICCS0401,DEE03	250 	368 	: 
NR,ICCS0401,DEE04	35 	29 	: 
NR,ICCS0401,DEE05	94 	82 	: 
NR,ICCS0401,DEE06	41 	36 	: 
NR,ICCS0401,DEE07	47 	61 	: 
NR,ICCS0401,DEE08	90 	60 	: 
NR,ICCS0401,DEE09	100 	114 	: 
NR,ICCS0401,DEE0A	50 	64 	: 
NR,ICCS0401,DEE0B	66 	70 	: 
NR,ICCS0401,DEE0C	117 	105 	: 
NR,ICCS0401,DEE0D	76 	75 	: 
NR,ICCS0401,DEE0E	45 	53 	: 
NR,ICCS0401,DEF	1926 	1812 	1791 
NR,ICCS0401,DEF01	98 	114 	: 
NR,ICCS0401,DEF02	464 	397 	: 
NR,ICCS0401,DEF03	231 	273 	: 
NR,ICCS0401,DEF04	102 	98 	: 
NR,ICCS0401,DEF05	48 	47 	: 
NR,ICCS0401,DEF06	113 	103 	: 
NR,ICCS0401,DEF07	43 	58 	: 
NR,ICCS0401,DEF08	68 	72 	: 
NR,ICCS0401,DEF09	196 	190 	: 
NR,ICCS0401,DEF0A	33 	30 	: 
NR,ICCS0401,DEF0B	147 	114 	: 
NR,ICCS0401,DEF0C	54 	37 	: 
NR,ICCS0401,DEF0D	102 	130 	: 
NR,ICCS0401,DEF0E	84 	59 	: 
NR,ICCS0401,DEF0F	143 	90 	: 
NR,ICCS0401,DEG	742 	712 	844 
NR,ICCS0401,DEG01	200 	34 	: 
NR,ICCS0401,DEG02	49 	6 	: 
NR,ICCS0401,DEG03	43 	7 	: 
NR,ICCS0401,DEG04	20 	2 	: 
NR,ICCS0401,DEG05	37 	11 	: 
NR,ICCS0401,DEG06	18 	3 	: 
NR,ICCS0401,DEG07	17 	5 	: 
NR,ICCS0401,DEG09	48 	10 	: 
NR,ICCS0401,DEG0A	11 	5 	: 
NR,ICCS0401,DEG0B	20 	3 	: 
NR,ICCS0401,DEG0C	48 	15 	: 
NR,ICCS0401,DEG0D	9 	2 	: 
NR,ICCS0401,DEG0E	21 	1 	: 
NR,ICCS0401,DEG0F	36 	6 	: 
NR,ICCS0401,DEG0G	16 	3 	: 
NR,ICCS0401,DEG0H	17 	6 	: 
NR,ICCS0401,DEG0I	19 	7 	: 
NR,ICCS0401,DEG0J	16 	3 	: 
NR,ICCS0401,DEG0K	19 	3 	: 
NR,ICCS0401,DEG0L	22 	10 	: 
NR,ICCS0401,DEG0M	21 	11 	: 
NR,ICCS0401,DEG0N	24 	9 	: 
NR,ICCS0401,DEG0P	11 	2 	: 
NR,ICCS0401,DK	12802 	12738 	10747 
NR,ICCS0401,DK0	12802 	12738 	10747 
NR,ICCS0401,DK01	7623 	7078 	4966 
NR,ICCS0401,DK011	5838 	5094 	3085 
NR,ICCS0401,DK012	1223 	1294 	1252 
NR,ICCS0401,DK013	552 	675 	612 
NR,ICCS0401,DK014	10 	15 	17 
NR,ICCS0401,DK02	1127 	1202 	1168 
NR,ICCS0401,DK021	454 	452 	441 
NR,ICCS0401,DK022	673 	750 	727 
NR,ICCS0401,DK03	1544 	1758 	1868 
NR,ICCS0401,DK031	677 	809 	734 
NR,ICCS0401,DK032	867 	949 	1134 
NR,ICCS0401,DK04	1799 	1925 	1933 
NR,ICCS0401,DK041	1426 	1501 	1505 
NR,ICCS0401,DK042	373 	424 	428 
NR,ICCS0401,DK05	593 	628 	687 
NR,ICCS0401,DK050	593 	628 	687 
NR,ICCS0401,EE	599 	726 	909 
NR,ICCS0401,EE_CAP	308 	354 	505 
NR,ICCS0401,EL	6079 	4715 	3293 
NR,ICCS0401,ES	84411 	90407 	92832 
NR,ICCS0401,ES1	2449 	2510 	2407 
NR,ICCS0401,ES11	1440 	1535 	1455 
NR,ICCS0401,ES111	629 	696 	566 
NR,ICCS0401,ES112	142 	98 	101 
NR,ICCS0401,ES113	120 	116 	119 
NR,ICCS0401,ES114	549 	625 	669 
NR,ICCS0401,ES12	612 	631 	619 
NR,ICCS0401,ES120	612 	631 	619 
NR,ICCS0401,ES13	397 	344 	333 
NR,ICCS0401,ES130	397 	344 	333 
NR,ICCS0401,ES2	4849 	5702 	4982 
NR,ICCS0401,ES21	2791 	3481 	3094 
NR,ICCS0401,ES211	432 	518 	582 
NR,ICCS0401,ES212	314 	466 	391 
NR,ICCS0401,ES213	2045 	2497 	2121 
NR,ICCS0401,ES22	218 	223 	199 
NR,ICCS0401,ES220	218 	223 	199 
NR,ICCS0401,ES23	220 	233 	266 
NR,ICCS0401,ES230	220 	233 	266 
NR,ICCS0401,ES24	1620 	1765 	1423 
NR,ICCS0401,ES241	65 	67 	57 
NR,ICCS0401,ES242	24 	33 	25 
NR,ICCS0401,ES243	1531 	1665 	1341 
NR,ICCS0401,ES3	20832 	22177 	22647 
NR,ICCS0401,ES30	20832 	22177 	22647 
NR,ICCS0401,ES300	20832 	22177 	22647 
NR,ICCS0401,ES4	2982 	3458 	3826 
NR,ICCS0401,ES41	1321 	1426 	1648 
NR,ICCS0401,ES411	68 	49 	48 
NR,ICCS0401,ES412	222 	241 	314 
NR,ICCS0401,ES413	318 	346 	386 
NR,ICCS0401,ES414	72 	48 	81 
NR,ICCS0401,ES415	175 	233 	267 
NR,ICCS0401,ES416	69 	67 	99 
NR,ICCS0401,ES417	34 	28 	35 
NR,ICCS0401,ES418	301 	341 	351 
NR,ICCS0401,ES419	62 	73 	67 
NR,ICCS0401,ES42	1220 	1571 	1601 
NR,ICCS0401,ES421	346 	421 	476 
NR,ICCS0401,ES422	258 	337 	303 
NR,ICCS0401,ES423	84 	107 	134 
NR,ICCS0401,ES424	134 	189 	159 
NR,ICCS0401,ES425	398 	517 	529 
NR,ICCS0401,ES43	441 	461 	577 
NR,ICCS0401,ES431	343 	346 	409 
NR,ICCS0401,ES432	98 	115 	168 
NR,ICCS0401,ES5	37015 	38945 	37834 
NR,ICCS0401,ES51	25154 	25375 	22390 
NR,ICCS0401,ES511	22250 	22149 	19519 
NR,ICCS0401,ES512	943 	962 	873 
NR,ICCS0401,ES513	528 	605 	643 
NR,ICCS0401,ES514	1433 	1659 	1355 
NR,ICCS0401,ES52	10385 	11938 	13684 
NR,ICCS0401,ES521	3307 	3978 	4580 
NR,ICCS0401,ES522	733 	682 	895 
NR,ICCS0401,ES523	6345 	7278 	8209 
NR,ICCS0401,ES53	1476 	1632 	1760 
NR,ICCS0401,ES531	207 	232 	387 
NR,ICCS0401,ES532	1236 	1369 	1343 
NR,ICCS0401,ES533	33 	31 	30 
NR,ICCS0401,ES6	14158 	15446 	18808 
NR,ICCS0401,ES61	12194 	13155 	16160 
NR,ICCS0401,ES611	1050 	1303 	1707 
NR,ICCS0401,ES612	1117 	1096 	1433 
NR,ICCS0401,ES613	810 	1021 	1162 
NR,ICCS0401,ES614	1487 	1848 	2536 
NR,ICCS0401,ES615	491 	607 	812 
NR,ICCS0401,ES616	517 	538 	642 
NR,ICCS0401,ES617	2799 	2891 	3424 
NR,ICCS0401,ES618	3923 	3851 	4444 
NR,ICCS0401,ES62	1581 	1909 	2288 
NR,ICCS0401,ES620	1581 	1909 	2288 
NR,ICCS0401,ES63	189 	146 	131 
NR,ICCS0401,ES630	189 	146 	131 
NR,ICCS0401,ES64	194 	236 	229 
NR,ICCS0401,ES640	194 	236 	229 
NR,ICCS0401,ES7	1944 	1989 	2172 
NR,ICCS0401,ES70	1944 	1989 	2172 
NR,ICCS0401,ES703	0 	0 	1 
NR,ICCS0401,ES704	68 	96 	114 
NR,ICCS0401,ES705	927 	864 	948 
NR,ICCS0401,ES706	2 	1 	0 
NR,ICCS0401,ES707	14 	10 	17 
NR,ICCS0401,ES708	119 	167 	240 
NR,ICCS0401,ES709	814 	851 	852 
NR,ICCS0401,ESXXX	5 	12 	8 
NR,ICCS0401,ESZZZ	177 	168 	148 
NR,ICCS0401,FI	1508 	1640 	1696 
NR,ICCS0401,FI1	1483 	1585 	1645 
NR,ICCS0401,FI19	261 	268 	327 
NR,ICCS0401,FI193	56 	73 	59 
NR,ICCS0401,FI194	11 	25 	33 
NR,ICCS0401,FI195	37 	31 	41 
NR,ICCS0401,FI196	38 	42 	53 
NR,ICCS0401,FI197	119 	97 	141 
NR,ICCS0401,FI1B	651 	770 	765 
NR,ICCS0401,FI1B1	651 	770 	765 
NR,ICCS0401,FI1C	284 	316 	312 
NR,ICCS0401,FI1C1	139 	164 	140 
NR,ICCS0401,FI1C2	44 	27 	41 
NR,ICCS0401,FI1C3	39 	62 	58 
NR,ICCS0401,FI1C4	35 	37 	42 
NR,ICCS0401,FI1C5	27 	26 	31 
NR,ICCS0401,FI1D	287 	231 	241 
NR,ICCS0401,FI1D1	27 	10 	13 
NR,ICCS0401,FI1D2	43 	37 	53 
NR,ICCS0401,FI1D3	16 	21 	16 
NR,ICCS0401,FI1D4	13 	12 	9 
NR,ICCS0401,FI1D5	7 	3 	3 
NR,ICCS0401,FI1D6	144 	123 	126 
NR,ICCS0401,FI1D7	37 	25 	21 
NR,ICCS0401,FI2	1 	6 	5 
NR,ICCS0401,FI20	1 	6 	5 
NR,ICCS0401,FI200	1 	6 	5 
NR,ICCS0401,FR	121038 	112765 	106633 
NR,ICCS0401,FR1	57179 	50943 	49007 
NR,ICCS0401,FR10	57179 	50943 	49007 
NR,ICCS0401,FR101	18542 	14770 	14036 
NR,ICCS0401,FR102	3842 	3538 	3273 
NR,ICCS0401,FR103	3317 	3401 	3212 
NR,ICCS0401,FR104	3024 	3426 	3791 
NR,ICCS0401,FR105	4960 	4666 	4148 
NR,ICCS0401,FR106	13801 	12384 	11567 
NR,ICCS0401,FR107	5191 	4740 	4823 
NR,ICCS0401,FR108	4502 	4018 	4157 
NR,ICCS0401,FR2	9638 	10174 	10005 
NR,ICCS0401,FR21	1162 	1360 	1401 
NR,ICCS0401,FR211	124 	110 	115 
NR,ICCS0401,FR212	243 	283 	266 
NR,ICCS0401,FR213	707 	870 	947 
NR,ICCS0401,FR214	88 	97 	73 
NR,ICCS0401,FR22	1997 	1964 	1769 
NR,ICCS0401,FR221	332 	348 	362 
NR,ICCS0401,FR222	1074 	1055 	926 
NR,ICCS0401,FR223	591 	561 	481 
NR,ICCS0401,FR23	2776 	2991 	2996 
NR,ICCS0401,FR231	434 	464 	526 
NR,ICCS0401,FR232	2342 	2527 	2470 
NR,ICCS0401,FR24	2062 	2146 	2205 
NR,ICCS0401,FR241	116 	135 	128 
NR,ICCS0401,FR242	429 	459 	571 
NR,ICCS0401,FR243	95 	75 	73 
NR,ICCS0401,FR244	385 	474 	485 
NR,ICCS0401,FR245	208 	196 	218 
NR,ICCS0401,FR246	829 	807 	730 
NR,ICCS0401,FR25	720 	841 	763 
NR,ICCS0401,FR251	525 	617 	591 
NR,ICCS0401,FR252	101 	111 	75 
NR,ICCS0401,FR253	94 	113 	97 
NR,ICCS0401,FR26	921 	872 	871 
NR,ICCS0401,FR261	424 	391 	379 
NR,ICCS0401,FR262	87 	67 	80 
NR,ICCS0401,FR263	213 	214 	233 
NR,ICCS0401,FR264	197 	200 	179 
NR,ICCS0401,FR3	6958 	6969 	6703 
NR,ICCS0401,FR30	6958 	6969 	6703 
NR,ICCS0401,FR301	5852 	5577 	5417 
NR,ICCS0401,FR302	1106 	1392 	1286 
NR,ICCS0401,FR4	4240 	4419 	4159 
NR,ICCS0401,FR41	1952 	1973 	1706 
NR,ICCS0401,FR411	863 	759 	663 
NR,ICCS0401,FR412	58 	63 	45 
NR,ICCS0401,FR413	856 	993 	841 
NR,ICCS0401,FR414	175 	158 	157 
NR,ICCS0401,FR42	1701 	1801 	1866 
NR,ICCS0401,FR421	1085 	1165 	1264 
NR,ICCS0401,FR422	616 	636 	602 
NR,ICCS0401,FR43	587 	645 	587 
NR,ICCS0401,FR431	265 	341 	298 
NR,ICCS0401,FR432	75 	74 	71 
NR,ICCS0401,FR433	85 	73 	64 
NR,ICCS0401,FR434	162 	157 	154 
NR,ICCS0401,FR5	3856 	3913 	3650 
NR,ICCS0401,FR51	1628 	1658 	1437 
NR,ICCS0401,FR511	829 	874 	762 
NR,ICCS0401,FR512	330 	331 	227 
NR,ICCS0401,FR513	99 	78 	67 
NR,ICCS0401,FR514	229 	231 	230 
NR,ICCS0401,FR515	141 	144 	151 
NR,ICCS0401,FR52	1581 	1531 	1519 
NR,ICCS0401,FR521	191 	213 	187 
NR,ICCS0401,FR522	494 	441 	478 
NR,ICCS0401,FR523	691 	621 	561 
NR,ICCS0401,FR524	205 	256 	293 
NR,ICCS0401,FR53	647 	724 	694 
NR,ICCS0401,FR531	110 	164 	175 
NR,ICCS0401,FR532	298 	291 	238 
NR,ICCS0401,FR533	93 	78 	88 
NR,ICCS0401,FR534	146 	191 	193 
NR,ICCS0401,FR6	6546 	6165 	5618 
NR,ICCS0401,FR61	2641 	2828 	2401 
NR,ICCS0401,FR611	115 	115 	97 
NR,ICCS0401,FR612	1845 	2026 	1757 
NR,ICCS0401,FR613	104 	117 	107 
NR,ICCS0401,FR614	159 	167 	134 
NR,ICCS0401,FR615	418 	403 	306 
NR,ICCS0401,FR62	3651 	3078 	3041 
NR,ICCS0401,FR621	48 	35 	53 
NR,ICCS0401,FR622	66 	50 	48 
NR,ICCS0401,FR623	2972 	2473 	2436 
NR,ICCS0401,FR624	51 	44 	60 
NR,ICCS0401,FR625	47 	41 	32 
NR,ICCS0401,FR626	134 	154 	136 
NR,ICCS0401,FR627	209 	169 	161 
NR,ICCS0401,FR628	124 	112 	115 
NR,ICCS0401,FR63	254 	259 	176 
NR,ICCS0401,FR631	72 	74 	60 
NR,ICCS0401,FR632	10 	16 	10 
NR,ICCS0401,FR633	172 	169 	106 
NR,ICCS0401,FR7	8079 	8135 	7557 
NR,ICCS0401,FR71	7416 	7500 	7061 
NR,ICCS0401,FR711	192 	213 	194 
NR,ICCS0401,FR712	126 	123 	120 
NR,ICCS0401,FR713	602 	687 	613 
NR,ICCS0401,FR714	1137 	1397 	1373 
NR,ICCS0401,FR715	817 	751 	609 
NR,ICCS0401,FR716	3663 	3522 	3404 
NR,ICCS0401,FR717	321 	289 	272 
NR,ICCS0401,FR718	558 	518 	476 
NR,ICCS0401,FR72	663 	635 	496 
NR,ICCS0401,FR721	102 	129 	78 
NR,ICCS0401,FR722	36 	36 	19 
NR,ICCS0401,FR723	56 	50 	41 
NR,ICCS0401,FR724	469 	420 	358 
NR,ICCS0401,FR8	24542 	22047 	19934 
NR,ICCS0401,FR81	5205 	4717 	4146 
NR,ICCS0401,FR811	363 	330 	245 
NR,ICCS0401,FR812	1657 	1504 	1220 
NR,ICCS0401,FR813	2453 	2264 	2020 
NR,ICCS0401,FR814	6 	7 	8 
NR,ICCS0401,FR815	726 	612 	653 
NR,ICCS0401,FR82	19165 	17167 	15634 
NR,ICCS0401,FR821	78 	56 	52 
NR,ICCS0401,FR822	44 	41 	37 
NR,ICCS0401,FR823	4638 	4203 	3900 
NR,ICCS0401,FR824	12246 	10850 	9793 
NR,ICCS0401,FR825	1368 	1195 	1128 
NR,ICCS0401,FR826	791 	822 	724 
NR,ICCS0401,FR83	172 	163 	154 
NR,ICCS0401,FR831	104 	93 	94 
NR,ICCS0401,FR832	68 	70 	60 
NR,ICCS0401,HR	1245 	1411 	1259 
NR,ICCS0401,HR031	39 	108 	79 
NR,ICCS0401,HR032	3 	3 	0 
NR,ICCS0401,HR033	31 	33 	25 
NR,ICCS0401,HR034	6 	9 	17 
NR,ICCS0401,HR035	86 	171 	118 
NR,ICCS0401,HR036	54 	49 	51 
NR,ICCS0401,HR037	3 	8 	7 
NR,ICCS0401,HR041	773 	780 	764 
NR,ICCS0401,HR042	64 	45 	49 
NR,ICCS0401,HR043	7 	4 	12 
NR,ICCS0401,HR044	15 	18 	7 
NR,ICCS0401,HR045	7 	11 	4 
NR,ICCS0401,HR046	10 	16 	11 
NR,ICCS0401,HR047	5 	6 	9 
NR,ICCS0401,HR048	3 	7 	3 
NR,ICCS0401,HR049	3 	4 	2 
NR,ICCS0401,HR04A	13 	13 	16 
NR,ICCS0401,HR04B	47 	53 	33 
NR,ICCS0401,HR04C	35 	42 	17 
NR,ICCS0401,HR04D	14 	20 	23 
NR,ICCS0401,HR04E	27 	11 	12 
NR,ICCS0401,HU	3396 	3158 	3128 
NR,ICCS0401,HU1	1797 	1624 	1536 
NR,ICCS0401,HU10	1797 	1624 	1536 
NR,ICCS0401,HU101	1492 	1329 	1290 
NR,ICCS0401,HU102	305 	295 	246 
NR,ICCS0401,HU2	685 	603 	613 
NR,ICCS0401,HU21	315 	267 	306 
NR,ICCS0401,HU211	148 	120 	158 
NR,ICCS0401,HU212	106 	91 	96 
NR,ICCS0401,HU213	61 	56 	52 
NR,ICCS0401,HU22	188 	164 	132 
NR,ICCS0401,HU221	76 	95 	73 
NR,ICCS0401,HU222	62 	40 	29 
NR,ICCS0401,HU223	50 	29 	30 
NR,ICCS0401,HU23	182 	172 	175 
NR,ICCS0401,HU231	86 	84 	77 
NR,ICCS0401,HU232	53 	47 	63 
NR,ICCS0401,HU233	43 	41 	35 
NR,ICCS0401,HU3	914 	931 	979 
NR,ICCS0401,HU31	324 	392 	384 
NR,ICCS0401,HU311	206 	271 	272 
NR,ICCS0401,HU312	74 	82 	70 
NR,ICCS0401,HU313	44 	39 	42 
NR,ICCS0401,HU32	354 	337 	365 
NR,ICCS0401,HU321	153 	153 	175 
NR,ICCS0401,HU322	93 	85 	74 
NR,ICCS0401,HU323	108 	99 	116 
NR,ICCS0401,HU33	236 	202 	230 
NR,ICCS0401,HU331	97 	69 	80 
NR,ICCS0401,HU332	54 	39 	58 
NR,ICCS0401,HU333	85 	94 	92 
NR,ICCS0401,IE	: 	3173 	2468 
NR,ICCS0401,IS	42 	60 	43 
NR,ICCS0401,IS0	42 	60 	43 
NR,ICCS0401,IS00	42 	60 	43 
NR,ICCS0401,IS001	33 	53 	39 
NR,ICCS0401,IS002	9 	7 	4 
NR,ICCS0401,IT	47996 	50732 	64535 
NR,ICCS0401,ITC	12534 	13122 	16566 
NR,ICCS0401,ITC1	3698 	3913 	4320 
NR,ICCS0401,ITC2	18 	25 	25 
NR,ICCS0401,ITC3	1224 	1149 	1422 
NR,ICCS0401,ITC4	7594 	8035 	10799 
NR,ICCS0401,ITD	4532 	5004 	5616 
NR,ICCS0401,ITD1	86 	127 	89 
NR,ICCS0401,ITD2	116 	97 	122 
NR,ICCS0401,ITD3	1574 	1801 	1843 
NR,ICCS0401,ITD4	234 	229 	246 
NR,ICCS0401,ITD5	2522 	2750 	3316 
NR,ICCS0401,ITE	9074 	8095 	10160 
NR,ICCS0401,ITE1	2134 	2118 	2728 
NR,ICCS0401,ITE2	337 	327 	418 
NR,ICCS0401,ITE3	478 	471 	610 
NR,ICCS0401,ITE4	6125 	5179 	6404 
NR,ICCS0401,ITF	16264 	18399 	23535 
NR,ICCS0401,ITF1	526 	576 	701 
NR,ICCS0401,ITF2	48 	51 	45 
NR,ICCS0401,ITF3	11371 	13451 	17944 
NR,ICCS0401,ITF4	3428 	3428 	3706 
NR,ICCS0401,ITF5	70 	66 	79 
NR,ICCS0401,ITF6	821 	827 	1060 
NR,ICCS0401,ITG	5592 	6112 	8656 
NR,ICCS0401,ITG1	5100 	5635 	8056 
NR,ICCS0401,ITG2	492 	477 	600 
NR,ICCS0401,LI	2 	2 	1 
NR,ICCS0401,LT	2727 	3363 	3452 
NR,ICCS0401,LT0	2727 	3363 	3452 
NR,ICCS0401,LT00	2727 	3363 	3452 
NR,ICCS0401,LT001	71 	75 	93 
NR,ICCS0401,LT002	504 	629 	598 
NR,ICCS0401,LT003	424 	512 	515 
NR,ICCS0401,LT004	73 	63 	99 
NR,ICCS0401,LT005	115 	162 	173 
NR,ICCS0401,LT006	187 	260 	245 
NR,ICCS0401,LT007	34 	29 	46 
NR,ICCS0401,LT008	107 	98 	108 
NR,ICCS0401,LT009	56 	101 	86 
NR,ICCS0401,LT00A	1156 	1434 	1489 
NR,ICCS0401,LU	316 	365 	260 
NR,ICCS0401,LU0	316 	365 	260 
NR,ICCS0401,LU00	316 	365 	260 
NR,ICCS0401,LU000	316 	365 	260 
NR,ICCS0401,LV	1072 	1516 	1441 
NR,ICCS0401,LV0	1072 	1516 	1441 
NR,ICCS0401,LV00	1072 	1516 	1441 
NR,ICCS0401,LV003	61 	71 	84 
NR,ICCS0401,LV005	94 	112 	120 
NR,ICCS0401,LV006	660 	945 	904 
NR,ICCS0401,LV007	100 	183 	145 
NR,ICCS0401,LV008	65 	85 	75 
NR,ICCS0401,LV009	85 	120 	109 
NR,ICCS0401,LVXXX	7 	0 	4 
NR,ICCS0401,ME	137 	142 	84 
NR,ICCS0401,MT	196 	202 	147 
NR,ICCS0401,MT0	196 	202 	147 
NR,ICCS0401,MT00	196 	202 	147 
NR,ICCS0401,MT001	194 	202 	146 
NR,ICCS0401,MT002	2 	0 	1 
NR,ICCS0401,NL	10925 	11370 	11403 
NR,ICCS0401,NL1	468 	442 	433 
NR,ICCS0401,NL11	288 	259 	230 
NR,ICCS0401,NL111	32 	24 	17 
NR,ICCS0401,NL112	16 	15 	12 
NR,ICCS0401,NL113	240 	220 	201 
NR,ICCS0401,NL12	97 	93 	121 
NR,ICCS0401,NL121	69 	71 	90 
NR,ICCS0401,NL122	4 	9 	10 
NR,ICCS0401,NL123	24 	13 	21 
NR,ICCS0401,NL13	83 	90 	82 
NR,ICCS0401,NL131	35 	42 	47 
NR,ICCS0401,NL132	35 	34 	18 
NR,ICCS0401,NL133	13 	14 	17 
NR,ICCS0401,NL2	1318 	1347 	1254 
NR,ICCS0401,NL21	275 	326 	213 
NR,ICCS0401,NL211	62 	83 	56 
NR,ICCS0401,NL212	58 	60 	37 
NR,ICCS0401,NL213	155 	183 	120 
NR,ICCS0401,NL22	720 	718 	688 
NR,ICCS0401,NL221	150 	215 	192 
NR,ICCS0401,NL224	78 	46 	43 
NR,ICCS0401,NL225	71 	56 	77 
NR,ICCS0401,NL226	421 	401 	376 
NR,ICCS0401,NL23	323 	303 	353 
NR,ICCS0401,NL230	323 	303 	353 
NR,ICCS0401,NL3	7543 	7622 	7764 
NR,ICCS0401,NL31	660 	839 	830 
NR,ICCS0401,NL310	660 	839 	830 
NR,ICCS0401,NL32	3218 	3458 	3528 
NR,ICCS0401,NL321	141 	139 	170 
NR,ICCS0401,NL322	73 	169 	107 
NR,ICCS0401,NL323	50 	53 	53 
NR,ICCS0401,NL324	101 	89 	97 
NR,ICCS0401,NL325	110 	88 	59 
NR,ICCS0401,NL326	2636 	2813 	2951 
NR,ICCS0401,NL327	107 	107 	91 
NR,ICCS0401,NL33	3574 	3229 	3329 
NR,ICCS0401,NL331	163 	152 	127 
NR,ICCS0401,NL332	1162 	778 	758 
NR,ICCS0401,NL333	124 	124 	105 
NR,ICCS0401,NL334	128 	120 	102 
NR,ICCS0401,NL335	1852 	1909 	2080 
NR,ICCS0401,NL336	145 	146 	157 
NR,ICCS0401,NL34	91 	96 	77 
NR,ICCS0401,NL341	31 	25 	27 
NR,ICCS0401,NL342	60 	71 	50 
NR,ICCS0401,NL4	1563 	1876 	1891 
NR,ICCS0401,NL41	1044 	1257 	1335 
NR,ICCS0401,NL411	255 	316 	295 
NR,ICCS0401,NL412	246 	290 	359 
NR,ICCS0401,NL413	165 	151 	177 
NR,ICCS0401,NL414	378 	500 	504 
NR,ICCS0401,NL42	519 	619 	556 
NR,ICCS0401,NL421	101 	107 	118 
NR,ICCS0401,NL422	100 	141 	135 
NR,ICCS0401,NL423	318 	371 	303 
NR,ICCS0401,NO	1687 	1776 	1598 
NR,ICCS0401,NO0	1627 	1700 	1525 
NR,ICCS0401,NO01	1030 	1156 	1024 
NR,ICCS0401,NO011	958 	1048 	928 
NR,ICCS0401,NO012	72 	108 	96 
NR,ICCS0401,NO02	32 	20 	21 
NR,ICCS0401,NO021	13 	12 	11 
NR,ICCS0401,NO022	19 	8 	10 
NR,ICCS0401,NO03	152 	175 	143 
NR,ICCS0401,NO031	47 	54 	44 
NR,ICCS0401,NO032	28 	37 	30 
NR,ICCS0401,NO033	36 	43 	41 
NR,ICCS0401,NO034	41 	41 	28 
