unit,isced11,sex,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 
NR,ED7,F,ITI3	: 	12102 	11823 	11630 	11393 	12623 	12350 
NR,ED7,F,ITI4	: 	62052 	59176 	60232 	60819 	64689 	62765 
NR,ED7,F,ITZ	: 	0 	0 	0 	8043 	102 	6868 
NR,ED7,F,ITZZ	: 	0 	0 	0 	8043 	102 	6868 
NR,ED7,F,LI	: 	90 	99 	90 	76 	71 	69 
NR,ED7,F,LI0	: 	90 	99 	90 	76 	71 	69 
NR,ED7,F,LI00	: 	90 	99 	90 	76 	71 	69 
NR,ED7,F,LT	: 	17233 	17483 	18436 	19480 	21004 	21566 
NR,ED7,F,LT0	: 	17233 	17483 	18436 	19480 	21004 	21566 
NR,ED7,F,LT00	: 	: 	17483 	18436 	19480 	21004 	21566 
NR,ED7,F,LT01	: 	8843 	: 	: 	: 	: 	: 
NR,ED7,F,LT02	: 	8390 	: 	: 	: 	: 	: 
NR,ED7,F,LTZ	: 	: z	: 	: 	: 	: 	: 
NR,ED7,F,LTZZ	: 	: z	: 	: 	: 	: 	: 
NR,ED7,F,LU	: 	1323 	1263 	1295 	1300 	: 	: 
NR,ED7,F,LU0	: 	1323 	1263 	1295 	1300 	: 	: 
NR,ED7,F,LU00	: 	1323 	1263 	1295 	1300 	: 	: 
NR,ED7,F,LV	: 	11666 	11302 	11390 	11277 	7677 	7105 
NR,ED7,F,LV0	: 	11666 	11302 	11390 	11277 	7677 	7105 
NR,ED7,F,LV00	: 	11666 	11302 	11390 	11277 	7677 	7105 
NR,ED7,F,ME	: 	834 	: 	: 	: 	: 	: 
NR,ED7,F,ME0	: 	834 	: 	: 	: 	: 	: 
NR,ED7,F,ME00	: 	834 	: 	: 	: 	: 	: 
NR,ED7,F,MK	: 	1496 	: 	1677 	2180 	1489 	1986 
NR,ED7,F,MK0	: 	1496 	: 	1677 	2180 	1489 	1986 
NR,ED7,F,MK00	: 	1496 	: 	1677 	2180 	1489 	1986 
NR,ED7,F,MT	: 	2464 	2349 	1941 	1959 d	1908 	1734 
NR,ED7,F,MT0	: 	2464 	2349 	1941 	1959 d	1908 	1734 
NR,ED7,F,MT00	: 	2464 	2349 	1941 	1959 d	1908 	1734 
NR,ED7,F,NL	: 	97936 	97529 	87578 	87118 	55883 	52857 
NR,ED7,F,NL1	: 	8678 	7742 	7616 	6989 	4851 	4824 
NR,ED7,F,NL11	: 	5471 	5215 	4686 	4836 	3706 	3694 
NR,ED7,F,NL12	: 	2153 	1539 	1815 	1255 	656 	701 
NR,ED7,F,NL13	: 	1054 	988 	1115 	898 	489 	429 
NR,ED7,F,NL2	: 	16132 	16218 	15724 	15435 	9678 	9132 
NR,ED7,F,NL21	: 	3352 	4562 	4121 	3884 	2357 	2141 
NR,ED7,F,NL22	: 	11771 	10518 	10678 	10282 	6763 	6476 
NR,ED7,F,NL23	: 	1009 	1137 	924 	1269 	558 	515 
NR,ED7,F,NL3	: 	53611 	52676 	45949 	46967 	31105 	29498 
NR,ED7,F,NL31	: 	11136 	9791 	10060 	9610 	6576 	6437 
NR,ED7,F,NL32	: 	19047 	19912 	16988 	17347 	11540 	10876 
NR,ED7,F,NL33	: 	22525 	21543 	18272 	19296 	12719 	11939 
NR,ED7,F,NL34	: 	903 	1430 	630 	714 	270 	246 
NR,ED7,F,NL4	: 	13784 	15822 	14232 	14580 	8022 	8163 
NR,ED7,F,NL41	: 	8786 	9659 	9332 	9442 	5093 	5073 
NR,ED7,F,NL42	: 	4998 	6163 	4899 	5138 	2929 	3090 
NR,ED7,F,NLZ	: 	5731 e	5071 	4057 	3146 	2227 	1240 
NR,ED7,F,NLZZ	: 	5731 e	5071 	4057 	3146 	2227 	1240 
NR,ED7,F,NO	: 	41522 	38080 	36540 	34919 	33765 	31794 
NR,ED7,F,NO0	: 	41491 	38067 	36525 	34893 	33710 	31773 
NR,ED7,F,NO01	: 	14538 	13834 	13408 	12952 	12801 	12023 
NR,ED7,F,NO02	: 	1202 	1056 	1005 	950 	868 	771 
NR,ED7,F,NO03	: 	2374 	1929 	1867 	1684 	1534 	1468 
NR,ED7,F,NO04	: 	3463 	3093 	3097 	2819 	2631 	2386 
NR,ED7,F,NO05	: 	7490 	6573 	6181 	5850 	5694 	5639 
NR,ED7,F,NO06	: 	8327 	7745 	7248 	7018 	6709 	6198 
NR,ED7,F,NO07	: 	4097 	3837 	3719 	3620 	3473 	3288 
NR,ED7,F,NOZ	: 	31 	13 	15 	26 	55 	21 
NR,ED7,F,NOZZ	: 	31 	13 	15 	26 	55 	21 
NR,ED7,F,PL	: 	304721 	312695 	324938 	336841 	355113 	383004 
NR,ED7,F,PL2	: 	62342 	64558 	67669 	70297 	72848 	78071 
NR,ED7,F,PL21	: 	36696 	38866 	40230 	41369 	41854 	44954 
NR,ED7,F,PL22	: 	25646 	25692 	27439 	28928 	30994 	33117 
NR,ED7,F,PL4	: 	40559 	42432 	44656 	46057 	48874 	52117 
NR,ED7,F,PL41	: 	28825 	30139 	31852 	32275 	33877 	35872 
NR,ED7,F,PL42	: 	8783 	9366 	9740 	10838 	12134 	13348 
NR,ED7,F,PL43	: 	2951 	2927 	3064 	2944 	2863 	2897 
NR,ED7,F,PL5	: 	30382 	31083 	32552 	34060 	36027 	40486 
NR,ED7,F,PL51	: 	25810 	26513 	27579 	28201 	29346 	32916 
NR,ED7,F,PL52	: 	4572 	4570 	4973 	5859 	6681 	7570 
NR,ED7,F,PL6	: 	40890 	41427 	42591 	44393 	46940 	49850 
NR,ED7,F,PL61	: 	15707 	15556 	15840 	16578 	17171 	18416 
NR,ED7,F,PL62	: 	6273 	6231 	6581 	6839 	7548 	8775 
NR,ED7,F,PL63	: 	18910 	19640 	20170 	20976 	22221 	22659 
NR,ED7,F,PL7	: 	29069 	28588 	29394 	30224 	32209 	34912 
NR,ED7,F,PL71	: 	22226 	22584 	23099 	23565 	24284 	26580 
NR,ED7,F,PL72	: 	6843 	6004 	6295 	6659 	7925 	8332 
NR,ED7,F,PL8	: 	35682 	36055 	38100 	40222 	42848 	46335 
NR,ED7,F,PL81	: 	18314 	18672 	19825 	20888 	22486 	24148 
NR,ED7,F,PL82	: 	9293 	9362 	10001 	10416 	10529 	11340 
NR,ED7,F,PL84	: 	8075 	8021 	8274 	8918 	9833 	10847 
NR,ED7,F,PL9	: 	65797 	68552 	69976 	71588 	75367 	81233 
NR,ED7,F,PL91	: 	61244 	63808 e	64842 e	66215 	69801 e	74919 e
NR,ED7,F,PL92	: 	4553 	4744 e	5134 e	5373 	5566 e	6314 e
NR,ED7,F,PLZ	: 	0 	: z	: z	0 	0 	0 
NR,ED7,F,PLZZ	: 	0 	: z	: z	0 	0 	0 
NR,ED7,F,PT	: 	63211 	61195 	60801 	59655 	62189 	61370 
NR,ED7,F,PT1	: 	62371 	60314 	60004 	58872 	61426 	60594 
NR,ED7,F,PT11	: 	20942 	20080 	20200 	19985 	20861 	21087 
NR,ED7,F,PT15	: 	1132 	1105 	958 	1027 	1167 	920 
NR,ED7,F,PT16	: 	12395 	11784 	11883 	12250 	13124 	12254 
NR,ED7,F,PT17	: 	26133 	25555 	25419 	24126 	24719 	24820 
NR,ED7,F,PT18	: 	1769 	1790 	1544 	1484 	1555 	1513 
NR,ED7,F,PT2	: 	393 	388 	296 	321 	322 	430 
NR,ED7,F,PT20	: 	393 	388 	296 	321 	322 	430 
NR,ED7,F,PT3	: 	447 	493 	501 	462 	441 	346 
NR,ED7,F,PT30	: 	447 	493 	501 	462 	441 	346 
NR,ED7,F,PTZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,F,PTZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,F,RO	: 	100591 	97965 	98220 	99713 	107091 	112181 
NR,ED7,F,RO1	: 	26890 	26520 	26304 	27141 	28885 	29955 
NR,ED7,F,RO11	: 	16204 	16113 	16071 	16284 	18031 	17643 
NR,ED7,F,RO12	: 	10686 	10407 	10233 	10857 	10854 	12312 
NR,ED7,F,RO2	: 	20363 	19741 	20580 	20383 	20912 	22299 
NR,ED7,F,RO21	: 	13382 	13165 	13675 	13395 	13984 	14467 
NR,ED7,F,RO22	: 	6981 	6576 	6905 	6988 	6928 	7832 
NR,ED7,F,RO3	: 	36456 	34627 	34241 	35161 	38639 	38591 
NR,ED7,F,RO31	: 	2916 	2950 	2957 	2940 	3343 	3371 
NR,ED7,F,RO32	: 	33540 	31677 	31284 	32221 	35296 	35220 
NR,ED7,F,RO4	: 	16882 	17077 	17095 	17028 	18655 	21336 
NR,ED7,F,RO41	: 	5768 	5605 	5292 	5132 	5185 	6441 
NR,ED7,F,RO42	: 	11114 	11472 	11803 	11896 	13470 	14895 
NR,ED7,F,ROZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,F,ROZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,F,RS	: 	28979 	: 	: 	: 	: 	: 
NR,ED7,F,RS1	: 	23393 	: 	: 	: 	: 	: 
NR,ED7,F,RS11	: 	16678 	: 	: 	: 	: 	: 
NR,ED7,F,RS12	: 	6715 	: 	: 	: 	: 	: 
NR,ED7,F,RS2	: 	5586 	: 	: 	: 	: 	: 
NR,ED7,F,RS21	: 	2187 	: 	: 	: 	: 	: 
NR,ED7,F,RS22	: 	3399 	: 	: 	: 	: 	: 
NR,ED7,F,RSZ	: 	: z	: 	: 	: 	: 	: 
NR,ED7,F,RSZZ	: 	: z	: 	: 	: 	: 	: 
NR,ED7,F,SE	: 	82687 	79553 	77744 	75747 	76288 	77448 
NR,ED7,F,SE1	: 	39845 	38463 	37619 	36849 	37018 	37118 
NR,ED7,F,SE11	: 	18594 	18639 	18316 	17819 	18167 	18322 
NR,ED7,F,SE12	: 	21251 	19824 	19303 	19030 	18851 	18796 
NR,ED7,F,SE2	: 	30510 	29036 	28363 	27535 	28147 	28731 
NR,ED7,F,SE21	: 	4016 	3784 	3643 	3333 	3419 	3446 
NR,ED7,F,SE22	: 	10807 	10420 	10439 	10373 	10681 	11025 
NR,ED7,F,SE23	: 	15687 	14832 	14281 	13829 	14047 	14260 
NR,ED7,F,SE3	: 	12332 	12054 	11762 	11363 	11123 	11599 
NR,ED7,F,SE31	: 	4426 	4420 	4364 	4092 	4119 	4701 
NR,ED7,F,SE32	: 	1002 	963 	969 	940 	991 	1059 
NR,ED7,F,SE33	: 	6904 	6671 	6429 	6331 	6013 	5839 
NR,ED7,F,SEZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,F,SEZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,F,SI	: 	13762 	13940 	14114 	14602 	15205 	16738 
NR,ED7,F,SI0	: 	13762 	13940 	14114 	14602 	15205 	16738 
NR,ED7,F,SI01	: 	: 	: 	: 	: 	: 	3743 
NR,ED7,F,SI02	: 	: 	: 	: 	: 	: 	12837 
NR,ED7,F,SI03	: 	2892 	3022 	3148 	3298 	3536 	3743 
NR,ED7,F,SI04	: 	10870 	10918 	10966 	11304 	11669 	12995 
NR,ED7,F,SIZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,F,SIZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,F,SK	: 	34309 	37401 	39053 	43422 	44562 	46738 
NR,ED7,F,SK0	: 	34309 	37401 	39053 	43422 	44562 	46738 
NR,ED7,F,SK01	: 	14408 	15595 	15169 	17617 	17383 	18039 
NR,ED7,F,SK02	: 	7703 	8571 	9384 	10279 	10993 	11516 
NR,ED7,F,SK03	: 	4997 	5415 	6196 	6926 	7046 	7508 
NR,ED7,F,SK04	: 	7201 	7820 	8304 	8600 	9140 	9675 
NR,ED7,F,SKZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,F,SKZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,F,TR	: 	: 	: 	222322 	: 	154348 	138843 
NR,ED7,F,TR1	: 	: 	: 	63637 	: 	46708 	38605 
NR,ED7,F,TR10	: 	: 	: 	63637 	: 	46708 	38605 
NR,ED7,F,TR2	: 	: 	: 	7459 	: 	4578 	4466 
NR,ED7,F,TR21	: 	: 	: 	3900 	: 	2494 	1933 
NR,ED7,F,TR22	: 	: 	: 	3559 	: 	2084 	2533 
NR,ED7,F,TR3	: 	: 	: 	25257 	: 	16851 	15365 
NR,ED7,F,TR31	: 	: 	: 	13722 	: 	10218 	9119 
NR,ED7,F,TR32	: 	: 	: 	5156 	: 	3042 	3199 
NR,ED7,F,TR33	: 	: 	: 	6379 	: 	3591 	3047 
NR,ED7,F,TR4	: 	: 	: 	19470 	: 	12461 	10587 
NR,ED7,F,TR41	: 	: 	: 	8881 	: 	6008 	5183 
NR,ED7,F,TR42	: 	: 	: 	10589 	: 	6453 	5404 
NR,ED7,F,TR5	: 	: 	: 	43243 	: 	33249 	32787 
NR,ED7,F,TR51	: 	: 	: 	33990 	: 	26662 	26962 
NR,ED7,F,TR52	: 	: 	: 	9253 	: 	6587 	5825 
NR,ED7,F,TR6	: 	: 	: 	15767 	: 	10207 	9510 
NR,ED7,F,TR61	: 	: 	: 	6629 	: 	4998 	4150 
NR,ED7,F,TR62	: 	: 	: 	5917 	: 	3035 	3714 
NR,ED7,F,TR63	: 	: 	: 	3221 	: 	2174 	1646 
NR,ED7,F,TR7	: 	: 	: 	11518 	: 	8071 	6452 
NR,ED7,F,TR71	: 	: 	: 	4379 	: 	2938 	2108 
NR,ED7,F,TR72	: 	: 	: 	7139 	: 	5133 	4344 
NR,ED7,F,TR8	: 	: 	: 	9396 	: 	5244 	4705 
NR,ED7,F,TR81	: 	: 	: 	2285 	: 	1350 	911 
NR,ED7,F,TR82	: 	: 	: 	864 	: 	291 	195 
NR,ED7,F,TR83	: 	: 	: 	6247 	: 	3603 	3599 
NR,ED7,F,TR9	: 	: 	: 	6625 	: 	4362 	3655 
NR,ED7,F,TR90	: 	: 	: 	6625 	: 	4362 	3655 
NR,ED7,F,TRA	: 	: 	: 	6955 	: 	4755 	4896 
NR,ED7,F,TRA1	: 	: 	: 	5828 	: 	4428 	4545 
NR,ED7,F,TRA2	: 	: 	: 	1127 	: 	327 	351 
NR,ED7,F,TRB	: 	: 	: 	5659 	: 	3916 	3625 
NR,ED7,F,TRB1	: 	: 	: 	3878 	: 	2878 	2494 
NR,ED7,F,TRB2	: 	: 	: 	1781 	: 	1038 	1131 
NR,ED7,F,TRC	: 	: 	: 	7336 	: 	3946 	4190 
NR,ED7,F,TRC1	: 	: 	: 	4356 	: 	2651 	2426 
NR,ED7,F,TRC2	: 	: 	: 	2469 	: 	1160 	1746 
NR,ED7,F,TRC3	: 	: 	: 	511 	: 	135 	18 
NR,ED7,F,TRZ	: 	: 	: 	: z	: 	: z	: z
NR,ED7,F,TRZZ	: 	: 	: 	: z	: 	: z	: z
NR,ED7,F,UK	: 	273043 	260472 	247060 	246826 	245986 	244718 
NR,ED7,F,UKC	: 	9963 	9535 	8874 	8657 	8888 	8835 
NR,ED7,F,UKD	: 	27261 	26308 	24136 	23492 	23050 	24605 
NR,ED7,F,UKE	: 	22517 	21687 	21023 	20866 	20638 	19480 
NR,ED7,F,UKF	: 	17689 	16174 	15632 	15777 	15315 	16829 
NR,ED7,F,UKG	: 	22991 	21748 	21869 	22292 	22081 	20970 
NR,ED7,F,UKH	: 	14030 	13943 	12959 	12960 	13196 	13349 
NR,ED7,F,UKI	: 	62723 	60210 	56763 	56313 	55930 	55141 
NR,ED7,F,UKJ	: 	31184 	29950 	27897 	28436 	30431 	29517 
NR,ED7,F,UKK	: 	17574 	16839 	15491 	14727 	14309 	15467 
NR,ED7,F,UKL	: 	12258 	11477 	11712 	12753 	12720 	12340 
NR,ED7,F,UKM	: 	29023 	27219 	25483 	24833 	23595 	22620 
NR,ED7,F,UKN	: 	5830 	5382 	5221 	5720 	5833 	5565 
NR,ED7,F,UKZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,M,AT	: 	62356 	62244 	62661 	63329 	63109 	63169 
NR,ED7,M,AT1	: 	34733 	34009 	33772 	34249 	33946 	33473 
NR,ED7,M,AT11	: 	1207 	864 	759 	681 	642 	345 
NR,ED7,M,AT12	: 	6184 	5880 	5787 	5540 	5112 	4330 
NR,ED7,M,AT13	: 	27342 	27265 	27226 	28029 	28193 	28797 
NR,ED7,M,AT2	: 	11133 	11584 	11848 	11804 	12186 	12223 
NR,ED7,M,AT21	: 	1693 	1825 	1879 	1863 	1863 	1804 
NR,ED7,M,AT22	: 	9441 	9760 	9969 	9941 	10323 	10419 
NR,ED7,M,AT3	: 	16489 	16650 	17041 	17275 	16977 	17473 
NR,ED7,M,AT31	: 	6338 	6383 	6491 	6611 	6572 	6856 
NR,ED7,M,AT32	: 	3422 	3398 	3406 	3430 	3384 	3649 
NR,ED7,M,AT33	: 	6493 	6625 	6883 	7012 	6817 	6781 
NR,ED7,M,AT34	: 	237 	244 	261 	222 	204 	187 
NR,ED7,M,ATZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,M,ATZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,M,BE	: 	46871 	47062 	44874 	44830 	42762 	44609 
NR,ED7,M,BE1	: 	12904 	12165 	10759 	11299 	10827 	11434 
NR,ED7,M,BE10	: 	12904 	12165 	10759 	11299 	10827 	11434 
NR,ED7,M,BE2	: 	21515 	22617 	22347 	22253 	21901 	23652 
NR,ED7,M,BE21	: 	4264 	3636 	3481 	3874 	3621 	3659 
NR,ED7,M,BE22	: 	1104 	910 	910 	976 	1025 	902 
NR,ED7,M,BE23	: 	7737 	6883 	7247 	6877 	6932 	8894 
NR,ED7,M,BE24	: 	7968 	10888 	10472 	10526 	10138 	9770 
NR,ED7,M,BE25	: 	442 	300 	237 	0 	185 	427 
NR,ED7,M,BE3	: 	12452 	12280 	11768 	11278 	10034 	9512 
NR,ED7,M,BE31	: 	4948 	4952 	4851 	4725 	4170 	4031 
NR,ED7,M,BE32	: 	1878 	1761 	1665 	1568 	1432 	1322 
NR,ED7,M,BE33	: 	4484 	4488 	4241 	4047 	3671 	3466 
NR,ED7,M,BE34	: 	221 	221 	203 	169 	150 	135 
NR,ED7,M,BE35	: 	921 	858 	808 	769 	611 	558 
NR,ED7,M,BEZ	: 	0 	0 	0 	0 	0 	11 
NR,ED7,M,BEZZ	: 	0 	0 	0 	0 	0 	11 
NR,ED7,M,BG	: 	31716 	32887 	34159 	35107 	35838 	34576 
NR,ED7,M,BG3	: 	9751 	10628 	11423 	11568 	11666 	11188 
NR,ED7,M,BG31	: 	841 	632 	483 	374 	440 	323 
NR,ED7,M,BG32	: 	3148 	4106 	4463 	4838 	4559 	4491 
NR,ED7,M,BG33	: 	4142 	4355 	4794 	4635 	4839 	4583 
NR,ED7,M,BG34	: 	1620 	1535 	1683 	1721 	1828 	1791 
NR,ED7,M,BG4	: 	21965 	22259 	22736 	23539 	24172 	23388 
NR,ED7,M,BG41	: 	17444 	18025 	18332 	19303 	20204 	19157 
NR,ED7,M,BG42	: 	4521 	4234 	4404 	4236 	3968 	4231 
NR,ED7,M,BGZ	: 	0 	: z	: z	: z	: z	: z
NR,ED7,M,BGZZ	: 	0 	: z	: z	: z	: z	: z
NR,ED7,M,CH	: 	34034 	33460 	32712 	31512 	31063 	29624 
NR,ED7,M,CH0	: 	32008 	31512 	30841 	29837 	29823 	28354 
NR,ED7,M,CH01	: 	8221 	7959 	7582 	7308 	7529 	7108 
NR,ED7,M,CH02	: 	6066 	6123 	6042 	5730 	5612 	5139 
NR,ED7,M,CH03	: 	1910 	1843 	1864 	1782 	1803 	1689 
NR,ED7,M,CH04	: 	10293 	9974 	9642 	9500 	9407 	9471 
NR,ED7,M,CH05	: 	2939 	3155 	3178 	3078 	3000 	2774 
NR,ED7,M,CH06	: 	1626 	1510 	1534 	1424 	1436 	1201 
NR,ED7,M,CH07	: 	953 	948 	999 	1015 	1036 	972 
NR,ED7,M,CHZ	: 	2026 	1948 	1871 	1675 	1240 	1270 
NR,ED7,M,CHZZ	: 	2026 	1948 	1871 	1675 	1240 	1270 
NR,ED7,M,CY	: 	6325 	6102 	5423 	4529 	3483 	3010 
NR,ED7,M,CY0	: 	6325 	6102 	5423 	4529 	3483 	3010 
NR,ED7,M,CY00	: 	6325 	6102 	5423 	4529 	3483 	3010 
NR,ED7,M,CZ	: 	45020 	48436 	50454 	53614 	55052 	52192 
NR,ED7,M,CZ0	: 	45012 	48426 	50446 	53614 	55052 	52192 
NR,ED7,M,CZ01	: 	19008 	19786 	20260 	21139 	21506 	21573 
NR,ED7,M,CZ02	: 	307 	294 	270 	243 	311 	277 
NR,ED7,M,CZ03	: 	3406 	3823 	3951 	4723 	4605 	4053 
NR,ED7,M,CZ04	: 	930 	949 	951 	1030 	1107 	1081 
NR,ED7,M,CZ05	: 	3007 	3179 	3409 	3635 	3651 	3746 
NR,ED7,M,CZ06	: 	11290 	12715 	13582 	14329 	15189 	13261 
NR,ED7,M,CZ07	: 	3605 	3818 	3908 	4017 	3987 	3886 
NR,ED7,M,CZ08	: 	3459 	3862 	4115 	4498 	4696 	4315 
NR,ED7,M,CZZ	: 	8 	10 	8 	0 	0 	0 
NR,ED7,M,CZZZ	: 	8 	10 	8 	0 	0 	0 
NR,ED7,M,DE	: 	491490 	484221 	474183 	459459 	445522 	429744 
NR,ED7,M,DE1	: 	60358 	60518 	59175 	57662 	55875 	54969 
NR,ED7,M,DE2	: 	71444 	70145 	68923 	65029 	61088 	55698 
NR,ED7,M,DE3	: 	35708 	33941 	33236 	32869 	32098 	31929 
NR,ED7,M,DE4	: 	8757 	8721 	8719 	8782 	8961 	8959 
NR,ED7,M,DE5	: 	4826 	4777 	4702 	4635 	4484 	4354 
NR,ED7,M,DE6	: 	16298 	15515 	15075 	14442 	13933 	13417 
NR,ED7,M,DE7	: 	44504 	43590 	42962 	42407 	40850 	38803 
NR,ED7,M,DE8	: 	8765 	8878 	8876 	8839 	8821 	8641 
NR,ED7,M,DE9	: 	31187 	30161 	28763 	26923 	24757 	23720 
NR,ED7,M,DEA	: 	119932 	117588 	113045 	108312 	106202 	102292 
NR,ED7,M,DEB	: 	24322 	24817 	24862 	25416 	25900 	25803 
NR,ED7,M,DEC	: 	5240 	5375 	5456 	5556 	5503 	5656 
NR,ED7,M,DED	: 	29121 	29439 	30045 	29545 	28952 	28297 
NR,ED7,M,DEE	: 	10854 	10784 	10762 	10302 	9934 	9326 
NR,ED7,M,DEF	: 	9959 	9774 	9356 	8821 	8418 	8326 
NR,ED7,M,DEG	: 	10215 	10198 	10226 	9919 	9746 	9554 
NR,ED7,M,DEZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,M,DK	: 	30811 	31357 	32656 	31858 	30080 	29109 
NR,ED7,M,DK0	: 	30811 	31357 	32656 	31858 	30080 	29109 
NR,ED7,M,DK01	: 	16023 	16504 	17148 	16724 	15568 	15075 
NR,ED7,M,DK02	: 	1381 	1312 	1238 	1310 	1294 	1307 
NR,ED7,M,DK03	: 	4135 	4104 	4400 	4143 	3663 	3431 
NR,ED7,M,DK04	: 	5674 	6066 	6696 	6712 	6918 	6846 
NR,ED7,M,DK05	: 	3598 	3371 	3174 	2969 	2637 	2450 
NR,ED7,M,DKZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,M,DKZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,M,EE	: 	5516 	5645 	5721 	6062 	6110 	6199 
NR,ED7,M,EE0	: 	5516 	5645 	5721 	6062 	6110 	6199 
NR,ED7,M,EE00	: 	5516 	5645 	5721 	6062 	6110 	6199 
NR,ED7,M,EL	: 	31317 	29182 	24257 	22575 	22794 	20203 
NR,ED7,M,EL3	: 	10340 	10719 	9472 	8318 	8326 	7748 
NR,ED7,M,EL30	: 	10340 	10719 	9472 	8318 	8326 	7748 
NR,ED7,M,EL4	: 	2069 	1928 	1454 	1531 	1304 	1236 
NR,ED7,M,EL41	: 	536 	571 	375 	399 	354 	392 
NR,ED7,M,EL42	: 	190 	189 	126 	135 	117 	157 
NR,ED7,M,EL43	: 	1343 	1168 	953 	997 	833 	687 
NR,ED7,M,EL5	: 	7011 	6629 	5357 	4452 	5051 	4437 
NR,ED7,M,EL51	: 	1392 	1456 	1118 	955 	1024 	870 
NR,ED7,M,EL52	: 	4341 	3923 	3240 	2719 	3329 	2883 
NR,ED7,M,EL53	: 	647 	600 	451 	260 	193 	232 
NR,ED7,M,EL54	: 	631 	650 	548 	518 	505 	452 
NR,ED7,M,EL6	: 	11897 	9906 	7974 	8274 	8113 	6782 
NR,ED7,M,EL61	: 	1053 	967 	742 	543 	442 	467 
NR,ED7,M,EL62	: 	246 	185 	175 	104 	65 	98 
NR,ED7,M,EL63	: 	9668 	7995 	6402 	7233 	7260 	5919 
NR,ED7,M,EL64	: 	259 	218 	129 	66 	0 	0 
NR,ED7,M,EL65	: 	671 	541 	526 	328 	346 	298 
NR,ED7,M,ELZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,M,ELZZ	: 	0 	0 	0 	0 	0 	0 
NR,ED7,M,ES	: 	141156 	141918 	145902 	157478 	184578 	230525 
NR,ED7,M,ES1	: 	8421 	8784 	9334 	10964 	13650 	17042 
NR,ED7,M,ES11	: 	5286 	5775 	6290 	7469 	9259 	11433 
NR,ED7,M,ES12	: 	1684 	1772 	1879 	2255 	2856 	3645 
NR,ED7,M,ES13	: 	1451 	1237 	1165 	1240 	1535 	1964 
NR,ED7,M,ES2	: 	13906 	13407 	13336 	13716 	16190 	19319 
NR,ED7,M,ES21	: 	4438 	4364 	4931 	5525 	6823 	9060 
NR,ED7,M,ES22	: 	1920 	1903 	1941 	2151 	2541 	2793 
NR,ED7,M,ES23	: 	5051 	4547 	3746 	2914 	2787 	2107 
NR,ED7,M,ES24	: 	2497 	2593 	2718 	3126 	4039 	5359 
NR,ED7,M,ES3	: 	38515 	38862 	38651 	40112 	44879 	54836 
NR,ED7,M,ES30	: 	38515 	38862 	38651 	40112 	44879 	54836 
NR,ED7,M,ES4	: 	9242 	9350 	9766 	11609 	14698 	19063 
NR,ED7,M,ES41	: 	5846 	5980 	6228 	7622 	9624 	12267 
NR,ED7,M,ES42	: 	1938 	1893 	1904 	2154 	2850 	3749 
NR,ED7,M,ES43	: 	1458 	1477 	1634 	1833 	2224 	3047 
NR,ED7,M,ES5	: 	45206 	45407 	45345 	47534 	54394 	66234 
NR,ED7,M,ES51	: 	27397 	26539 	26075 	25765 	28546 	34854 
NR,ED7,M,ES52	: 	17000 	18169 	18497 	20904 	24750 	29797 
NR,ED7,M,ES53	: 	809 	699 	773 	865 	1098 	1583 
NR,ED7,M,ES6	: 	23152 	23337 	26316 	29885 	36289 	48120 
NR,ED7,M,ES61	: 	18619 	18784 	21381 	25066 	31152 	41813 
NR,ED7,M,ES62	: 	4466 	4483 	4880 	4726 	5013 	6150 
NR,ED7,M,ES63	: 	25 	27 	20 	37 	50 	67 
NR,ED7,M,ES64	: 	42 	43 	35 	56 	74 	90 
NR,ED7,M,ES7	: 	2714 	2771 	3154 	3658 	4478 	5897 
NR,ED7,M,ES70	: 	2714 	2771 	3154 	3658 	4478 	5897 
NR,ED7,M,ESZ	: 	0 	0 	0 	0 	0 	14 
NR,ED7,M,ESZZ	: 	0 	0 	0 	0 	0 	14 
NR,ED7,M,EU27_2020	: 	2222505 	: 	2145148 d	2149478 	2185189 d	2215402 d
NR,ED7,M,EU28	: 	2400053 	: 	2313777 d	2323797 	2362721 d	2394276 d
NR,ED7,M,FI	: 	28715 	27834 	26160 	25811 	25219 	24088 
NR,ED7,M,FI1	: 	28667 	27834 	26160 	25811 	25219 	24088 
NR,ED7,M,FI19	: 	7793 	7637 	7157 	7077 	7003 	6646 
NR,ED7,M,FI1B	: 	9866 	9754 	9320 	9310 	8893 	8496 
