indic_env,wst_oper,geo\time	2018 	2016 	2014 	2012 	2010 	2008 	2006 	2004 
FAC,DSP_LIN,DE	771 	813 	818 	805 	828 	: 	: 	: 
FAC,DSP_LIN,DK	13 	6 	6 	6 	7 	: 	: 	: 
FAC,DSP_LIN,DK0	13 	6 	6 	6 	7 	: 	: 	: 
FAC,DSP_LIN,EE	1 	: 	2 	2 	2 	: 	: 	: 
FAC,DSP_LIN,EE0	1 	: 	2 	2 	2 	: 	: 	: 
FAC,DSP_LIN,EE00	1 	: 	2 	2 	2 	: 	: 	: 
FAC,DSP_LIN,EL	0 	: 	0 	0 	: 	: 	: 	: 
FAC,DSP_LIN,ES	218 e	240 e	197 	183 	133 	: 	: 	: 
FAC,DSP_LIN,EU27_2020	2564 	2585 s	2469 	2130 	1471 	: 	: 	: 
FAC,DSP_LIN,EU28	2854 	2839 s	2712 	2356 	1687 	: 	: 	: 
FAC,DSP_LIN,FI	51 	: 	43 	43 	47 	: 	: 	: 
FAC,DSP_LIN,FR	1179 	1154 	1000 e	657 e	: 	: 	: 	: 
FAC,DSP_LIN,HR	1 	1 	1 	1 	: 	: 	: 	: 
FAC,DSP_LIN,HR0	1 	1 	1 	1 	: 	: 	: 	: 
FAC,DSP_LIN,HU	9 	9 	13 	6 	9 	: 	: 	: 
FAC,DSP_LIN,IE	6 	: 	: 	: 	5 	: 	: 	: 
FAC,DSP_LIN,IE0	6 	: 	: 	: 	5 	: 	: 	: 
FAC,DSP_LIN,IT	149 	171 	182 	185 	221 	: 	: 	: 
FAC,DSP_LIN,LT	1 	2 	2 	3 	3 	: 	: 	: 
FAC,DSP_LIN,LT0	1 	2 	2 	3 	3 	: 	: 	: 
FAC,DSP_LIN,LU	9 	9 	11 	11 	11 	: 	: 	: 
FAC,DSP_LIN,LU0	9 	9 	11 	11 	11 	: 	: 	: 
FAC,DSP_LIN,LU00	9 	9 	11 	11 	11 	: 	: 	: 
FAC,DSP_LIN,LV	0 	: 	0 	0 	0 	: 	: 	: 
FAC,DSP_LIN,LV0	0 	: 	0 	0 	0 	: 	: 	: 
FAC,DSP_LIN,LV00	0 	: 	0 	0 	0 	: 	: 	: 
FAC,DSP_LIN,ME	0 	0 	: 	: 	: 	: 	: 	: 
FAC,DSP_LIN,MT	0 	0 	0 	0 	8 	: 	: 	: 
FAC,DSP_LIN,MT0	0 	0 	0 	0 	8 	: 	: 	: 
FAC,DSP_LIN,MT00	0 	0 	0 	0 	8 	: 	: 	: 
FAC,DSP_LIN,NL	0 	0 	: 	: 	: 	: 	: 	: 
FAC,DSP_LIN,NO	26 	21 	20 	19 	14 	: 	: 	: 
FAC,DSP_LIN,PL	12 	8 	6 	9 	8 	: 	: 	: 
FAC,DSP_LIN,PT	5 	0 	5 	4 	: 	: 	: 	: 
FAC,DSP_LIN,RO	2 	1 	0 	0 	0 	: 	: 	: 
FAC,DSP_LIN,SE	45 e	37 e	70 	67 	52 	: 	: 	: 
FAC,DSP_LIN,SI	2 	2 	: 	10 	11 	: 	: 	: 
FAC,DSP_LIN,SI0	2 	2 	: 	10 	11 	: 	: 	: 
FAC,DSP_LIN,SK	14 	12 	17 	15 	: 	: 	: 	: 
FAC,DSP_LIN,SK0	14 	12 	17 	15 	: 	: 	: 	: 
FAC,DSP_LIN,TR	8 	: 	6 	: c	0 	: 	: 	: 
FAC,DSP_LIN,UK	290 	254 	243 	226 e	216 	: 	: 	: 
FAC,DSP_LIN,UKI5	: 	: 	: 	2 	3 	: 	: 	: 
FAC,DSP_LIN,UKI6	: 	: 	: 	1 	: 	: 	: 	: 
FAC,DSP_LIN,UKI7	: 	: 	: 	1 	1 	: 	: 	: 
FAC,DSP_LNH,AT	149 	158 	157 	153 	156 	: 	: 	: 
FAC,DSP_LNH,BE	24 	24 	2 	51 e	0 	: 	: 	: 
FAC,DSP_LNH,BG	66 	125 	139 	176 	10 	: 	: 	: 
FAC,DSP_LNH,CY	4 	4 	4 	4 	4 	: 	: 	: 
FAC,DSP_LNH,CY0	4 	4 	4 	4 	4 	: 	: 	: 
FAC,DSP_LNH,CY00	4 	4 	4 	4 	4 	: 	: 	: 
FAC,DSP_LNH,CZ	141 	141 	145 	147 	157 	: 	: 	: 
FAC,DSP_LNH,CZ0	141 	141 	145 	147 	157 	: 	: 	: 
FAC,DSP_LNH,DE	265 	276 	294 	308 	322 	: 	: 	: 
FAC,DSP_LNH,DK	31 	32 	30 	30 	31 	: 	: 	: 
FAC,DSP_LNH,DK0	31 	32 	30 	30 	31 	: 	: 	: 
FAC,DSP_LNH,EE	5 	: 	5 	6 	6 	: 	: 	: 
FAC,DSP_LNH,EE0	5 	: 	5 	6 	6 	: 	: 	: 
FAC,DSP_LNH,EE00	5 	: 	5 	6 	6 	: 	: 	: 
FAC,DSP_LNH,EL	89 	: 	167 	176 	237 	: 	: 	: 
FAC,DSP_LNH,ES	202 e	209 e	215 	302 	207 	: 	: 	: 
FAC,DSP_LNH,EU27_2020	2567 	2568 s	2944 	3377 	3030 	: 	: 	: 
FAC,DSP_LNH,EU28	2880 	2892 s	3271 	3719 	3372 	: 	: 	: 
FAC,DSP_LNH,FI	87 	: 	156 	155 	168 	: 	: 	: 
FAC,DSP_LNH,FR	220 	222 	238 	245 	252 	: 	: 	: 
FAC,DSP_LNH,FRA1	: 	: 	: 	: 	2 	: 	: 	: 
FAC,DSP_LNH,FRA2	: 	: 	: 	: 	3 	: 	: 	: 
FAC,DSP_LNH,FRA3	: 	: 	: 	: 	3 	: 	: 	: 
FAC,DSP_LNH,FRA4	: 	: 	: 	: 	2 	: 	: 	: 
FAC,DSP_LNH,FRA5	: 	: 	: 	: 	1 	: 	: 	: 
FAC,DSP_LNH,HR	126 	140 	141 	145 	: 	: 	: 	: 
FAC,DSP_LNH,HR0	126 	140 	141 	145 	: 	: 	: 	: 
FAC,DSP_LNH,HU	82 	82 	84 	92 	89 	: 	: 	: 
FAC,DSP_LNH,IE	10 	: 	: 	: 	94 	: 	: 	: 
FAC,DSP_LNH,IE0	10 	: 	: 	: 	94 	: 	: 	: 
FAC,DSP_LNH,IT	184 	202 	243 	275 	303 	: 	: 	: 
FAC,DSP_LNH,LT	11 	11 	11 	11 	10 	: 	: 	: 
FAC,DSP_LNH,LT0	11 	11 	11 	11 	10 	: 	: 	: 
FAC,DSP_LNH,LU	1 	1 	2 	2 	2 	: 	: 	: 
FAC,DSP_LNH,LU0	1 	1 	2 	2 	2 	: 	: 	: 
FAC,DSP_LNH,LU00	1 	1 	2 	2 	2 	: 	: 	: 
FAC,DSP_LNH,LV	11 	11 	11 	11 	11 	: 	: 	: 
FAC,DSP_LNH,LV0	11 	11 	11 	11 	11 	: 	: 	: 
FAC,DSP_LNH,LV00	11 	11 	11 	11 	11 	: 	: 	: 
FAC,DSP_LNH,ME	2 	2 	: 	: 	: 	: 	: 	: 
FAC,DSP_LNH,MT	1 	2 	1 	1 	1 	: 	: 	: 
FAC,DSP_LNH,MT0	1 	2 	1 	1 	1 	: 	: 	: 
FAC,DSP_LNH,MT00	1 	2 	1 	1 	1 	: 	: 	: 
FAC,DSP_LNH,NL	37 	37 	38 	39 	37 	: 	: 	: 
FAC,DSP_LNH,NO	77 	80 	82 	82 	77 	: 	: 	: 
FAC,DSP_LNH,PL	498 	350 	493 	643 	610 	: 	: 	: 
FAC,DSP_LNH,PT	44 	53 	63 	54 	45 	: 	: 	: 
FAC,DSP_LNH,RO	83 	96 	103 	122 	137 	: 	: 	: 
FAC,DSP_LNH,SE	98 e	133 e	108 	111 e	106 	: 	: 	: 
FAC,DSP_LNH,SI	13 	14 	: 	26 	35 	: 	: 	: 
FAC,DSP_LNH,SI0	13 	14 	: 	26 	35 	: 	: 	: 
FAC,DSP_LNH,SK	85 	89 	94 	92 	: 	: 	: 	: 
FAC,DSP_LNH,SK0	85 	89 	94 	92 	: 	: 	: 	: 
FAC,DSP_LNH,TR	831 	: 	1042 	75 	2157 	: 	: 	: 
FAC,DSP_LNH,UK	313 	324 	327 	342 e	342 	: 	: 	: 
FAC,DSP_LNH,UKI5	: 	: 	: 	1 	1 	: 	: 	: 
FAC,DSP_LNH,UKI6	: 	: 	: 	1 	1 	: 	: 	: 
FAC,DSP_LNH,UKI7	: 	: 	: 	1 	1 	: 	: 	: 
FAC,DSP_L_OTH,AT	: 	: 	: 	: 	: 	681 	542 	666 
FAC,DSP_L_OTH,AT1	: 	: 	: 	: 	: 	288 	212 	285 
FAC,DSP_L_OTH,AT11	: 	: 	: 	: 	: 	63 	45 	44 
FAC,DSP_L_OTH,AT12	: 	: 	: 	: 	: 	219 	162 	236 
FAC,DSP_L_OTH,AT13	: 	: 	: 	: 	: 	6 	5 	5 
FAC,DSP_L_OTH,AT2	: 	: 	: 	: 	: 	73 	66 	81 
FAC,DSP_L_OTH,AT21	: 	: 	: 	: 	: 	19 	19 	20 
FAC,DSP_L_OTH,AT22	: 	: 	: 	: 	: 	54 	47 	61 
FAC,DSP_L_OTH,AT3	: 	: 	: 	: 	: 	320 	264 	300 
FAC,DSP_L_OTH,AT31	: 	: 	: 	: 	: 	110 	105 	90 
FAC,DSP_L_OTH,AT32	: 	: 	: 	: 	: 	11 	7 	6 
FAC,DSP_L_OTH,AT33	: 	: 	: 	: 	: 	143 	98 	126 
FAC,DSP_L_OTH,AT34	: 	: 	: 	: 	: 	56 	54 	78 
FAC,DSP_L_OTH,BE	: 	: 	: 	: 	: 	87 	63 	184 
FAC,DSP_L_OTH,BE1	: 	: 	: 	: 	: 	20 	0 	0 
FAC,DSP_L_OTH,BE10	: 	: 	: 	: 	: 	20 	0 	0 
FAC,DSP_L_OTH,BE2	: 	: 	: 	: 	: 	37 	33 	149 
FAC,DSP_L_OTH,BE21	: 	: 	: 	: 	: 	7 	7 	34 
FAC,DSP_L_OTH,BE22	: 	: 	: 	: 	: 	8 	6 	22 
FAC,DSP_L_OTH,BE23	: 	: 	: 	: 	: 	14 	12 	44 
FAC,DSP_L_OTH,BE24	: 	: 	: 	: 	: 	1 	1 	16 
FAC,DSP_L_OTH,BE25	: 	: 	: 	: 	: 	7 	7 	33 
FAC,DSP_L_OTH,BE3	: 	: 	: 	: 	: 	30 	30 	35 
FAC,DSP_L_OTH,BE31	: 	: 	: 	: 	: 	5 	5 	6 
FAC,DSP_L_OTH,BE32	: 	: 	: 	: 	: 	8 	8 	8 
FAC,DSP_L_OTH,BE33	: 	: 	: 	: 	: 	7 	7 	9 
FAC,DSP_L_OTH,BE34	: 	: 	: 	: 	: 	4 	4 	5 
FAC,DSP_L_OTH,BE35	: 	: 	: 	: 	: 	6 	6 	7 
FAC,DSP_L_OTH,BG	: 	: 	: 	: 	: 	393 	495 	633 
FAC,DSP_L_OTH,BG1	: 	: 	: 	: 	: 	: 	: 	320 
FAC,DSP_L_OTH,BG11	: 	: 	: 	: 	: 	: 	: 	84 
FAC,DSP_L_OTH,BG12	: 	: 	: 	: 	: 	: 	: 	193 
FAC,DSP_L_OTH,BG13	: 	: 	: 	: 	: 	: 	: 	43 
FAC,DSP_L_OTH,BG2	: 	: 	: 	: 	: 	: 	: 	313 
FAC,DSP_L_OTH,BG21	: 	: 	: 	: 	: 	: 	: 	62 
FAC,DSP_L_OTH,BG22	: 	: 	: 	: 	: 	: 	: 	191 
FAC,DSP_L_OTH,BG23	: 	: 	: 	: 	: 	: 	: 	60 
FAC,DSP_L_OTH,BG3	: 	: 	: 	: 	: 	264 	330 	: 
FAC,DSP_L_OTH,BG31	: 	: 	: 	: 	: 	92 	111 	: 
FAC,DSP_L_OTH,BG32	: 	: 	: 	: 	: 	98 	122 	: 
FAC,DSP_L_OTH,BG33	: 	: 	: 	: 	: 	38 	37 	: 
FAC,DSP_L_OTH,BG34	: 	: 	: 	: 	: 	36 	60 	: 
FAC,DSP_L_OTH,BG4	: 	: 	: 	: 	: 	129 	165 	: 
FAC,DSP_L_OTH,BG41	: 	: 	: 	: 	: 	50 	51 	: 
FAC,DSP_L_OTH,BG42	: 	: 	: 	: 	: 	79 	114 	: 
FAC,DSP_L_OTH,CY	: 	: 	: 	: 	: 	39 	54 	6 
FAC,DSP_L_OTH,CZ	: 	: 	: 	: 	: 	284 	210 	210 
FAC,DSP_L_OTH,CZ01	: 	: 	: 	: 	: 	3 	2 	2 
FAC,DSP_L_OTH,CZ02	: 	: 	: 	: 	: 	34 	31 	31 
FAC,DSP_L_OTH,CZ03	: 	: 	: 	: 	: 	55 	39 	39 
FAC,DSP_L_OTH,CZ04	: 	: 	: 	: 	: 	32 	26 	26 
FAC,DSP_L_OTH,CZ05	: 	: 	: 	: 	: 	51 	37 	37 
FAC,DSP_L_OTH,CZ06	: 	: 	: 	: 	: 	46 	26 	26 
FAC,DSP_L_OTH,CZ07	: 	: 	: 	: 	: 	32 	24 	24 
FAC,DSP_L_OTH,CZ08	: 	: 	: 	: 	: 	31 	25 	25 
FAC,DSP_L_OTH,DE	: 	: 	: 	: 	: 	1662 	1767 	2046 
FAC,DSP_L_OTH,DE1	: 	: 	: 	: 	: 	402 	416 	448 
FAC,DSP_L_OTH,DE11	: 	: 	: 	: 	: 	114 	115 	124 
FAC,DSP_L_OTH,DE12	: 	: 	: 	: 	: 	84 	87 	90 
FAC,DSP_L_OTH,DE13	: 	: 	: 	: 	: 	122 	129 	143 
FAC,DSP_L_OTH,DE14	: 	: 	: 	: 	: 	82 	85 	91 
FAC,DSP_L_OTH,DE2	: 	: 	: 	: 	: 	773 	813 	852 
FAC,DSP_L_OTH,DE21	: 	: 	: 	: 	: 	110 	114 	122 
FAC,DSP_L_OTH,DE22	: 	: 	: 	: 	: 	46 	47 	49 
FAC,DSP_L_OTH,DE23	: 	: 	: 	: 	: 	79 	85 	89 
FAC,DSP_L_OTH,DE24	: 	: 	: 	: 	: 	58 	64 	73 
FAC,DSP_L_OTH,DE25	: 	: 	: 	: 	: 	176 	183 	189 
FAC,DSP_L_OTH,DE26	: 	: 	: 	: 	: 	169 	179 	191 
FAC,DSP_L_OTH,DE27	: 	: 	: 	: 	: 	135 	141 	139 
FAC,DSP_L_OTH,DE3	: 	: 	: 	: 	: 	0 	1 	3 
FAC,DSP_L_OTH,DE30	: 	: 	: 	: 	: 	0 	1 	3 
FAC,DSP_L_OTH,DE4	: 	: 	: 	: 	: 	20 	24 	48 
FAC,DSP_L_OTH,DE41	: 	: 	: 	: 	: 	9 	10 	23 
FAC,DSP_L_OTH,DE42	: 	: 	: 	: 	: 	11 	14 	25 
FAC,DSP_L_OTH,DE5	: 	: 	: 	: 	: 	7 	6 	6 
FAC,DSP_L_OTH,DE50	: 	: 	: 	: 	: 	7 	6 	6 
FAC,DSP_L_OTH,DE6	: 	: 	: 	: 	: 	3 	8 	6 
FAC,DSP_L_OTH,DE60	: 	: 	: 	: 	: 	3 	8 	6 
FAC,DSP_L_OTH,DE7	: 	: 	: 	: 	: 	52 	68 	106 
FAC,DSP_L_OTH,DE71	: 	: 	: 	: 	: 	9 	11 	18 
FAC,DSP_L_OTH,DE72	: 	: 	: 	: 	: 	17 	22 	28 
FAC,DSP_L_OTH,DE73	: 	: 	: 	: 	: 	26 	35 	60 
FAC,DSP_L_OTH,DE8	: 	: 	: 	: 	: 	8 	9 	12 
FAC,DSP_L_OTH,DE80	: 	: 	: 	: 	: 	8 	9 	12 
FAC,DSP_L_OTH,DE9	: 	: 	: 	: 	: 	82 	85 	116 
FAC,DSP_L_OTH,DE91	: 	: 	: 	: 	: 	24 	25 	26 
FAC,DSP_L_OTH,DE92	: 	: 	: 	: 	: 	31 	33 	43 
FAC,DSP_L_OTH,DE93	: 	: 	: 	: 	: 	13 	12 	21 
FAC,DSP_L_OTH,DE94	: 	: 	: 	: 	: 	14 	15 	26 
FAC,DSP_L_OTH,DEA	: 	: 	: 	: 	: 	169 	178 	237 
FAC,DSP_L_OTH,DEA1	: 	: 	: 	: 	: 	34 	43 	57 
FAC,DSP_L_OTH,DEA2	: 	: 	: 	: 	: 	26 	33 	49 
FAC,DSP_L_OTH,DEA3	: 	: 	: 	: 	: 	17 	16 	22 
FAC,DSP_L_OTH,DEA4	: 	: 	: 	: 	: 	36 	31 	41 
FAC,DSP_L_OTH,DEA5	: 	: 	: 	: 	: 	56 	55 	68 
FAC,DSP_L_OTH,DEB	: 	: 	: 	: 	: 	55 	60 	66 
FAC,DSP_L_OTH,DEB1	: 	: 	: 	: 	: 	27 	30 	33 
FAC,DSP_L_OTH,DEB2	: 	: 	: 	: 	: 	10 	10 	11 
FAC,DSP_L_OTH,DEB3	: 	: 	: 	: 	: 	18 	20 	22 
FAC,DSP_L_OTH,DEC	: 	: 	: 	: 	: 	21 	21 	24 
FAC,DSP_L_OTH,DED	: 	: 	: 	: 	: 	18 	19 	30 
FAC,DSP_L_OTH,DED1	: 	: 	: 	: 	: 	4 	3 	6 
FAC,DSP_L_OTH,DED2	: 	: 	: 	: 	: 	10 	11 	14 
FAC,DSP_L_OTH,DED3	: 	: 	: 	: 	: 	4 	5 	10 
FAC,DSP_L_OTH,DEE	: 	: 	: 	: 	: 	14 	18 	38 
FAC,DSP_L_OTH,DEE0	: 	: 	: 	: 	: 	14 	18 	: 
FAC,DSP_L_OTH,DEE1	: 	: 	: 	: 	: 	: 	: 	11 
FAC,DSP_L_OTH,DEE2	: 	: 	: 	: 	: 	: 	: 	9 
FAC,DSP_L_OTH,DEE3	: 	: 	: 	: 	: 	: 	: 	18 
FAC,DSP_L_OTH,DEF	: 	: 	: 	: 	: 	18 	21 	26 
FAC,DSP_L_OTH,DEF0	: 	: 	: 	: 	: 	18 	21 	26 
FAC,DSP_L_OTH,DEG	: 	: 	: 	: 	: 	20 	20 	28 
FAC,DSP_L_OTH,DEG0	: 	: 	: 	: 	: 	20 	20 	28 
FAC,DSP_L_OTH,DK	: 	: 	: 	: 	: 	49 	150 	0 
FAC,DSP_L_OTH,DK01	: 	: 	: 	: 	: 	10 	0 	: 
FAC,DSP_L_OTH,DK02	: 	: 	: 	: 	: 	8 	0 	: 
FAC,DSP_L_OTH,DK03	: 	: 	: 	: 	: 	11 	0 	: 
FAC,DSP_L_OTH,DK04	: 	: 	: 	: 	: 	9 	0 	: 
FAC,DSP_L_OTH,DK05	: 	: 	: 	: 	: 	11 	0 	: 
FAC,DSP_L_OTH,EE	: 	: 	: 	: 	: 	28 	41 	69 
FAC,DSP_L_OTH,EL	: 	: 	: 	: 	: 	754 	660 	: 
FAC,DSP_L_OTH,EL1	: 	: 	: 	: 	: 	275 	224 	: 
FAC,DSP_L_OTH,EL11	: 	: 	: 	: 	: 	56 	44 	: 
FAC,DSP_L_OTH,EL12	: 	: 	: 	: 	: 	134 	108 	: 
FAC,DSP_L_OTH,EL13	: 	: 	: 	: 	: 	10 	2 	: 
FAC,DSP_L_OTH,EL14	: 	: 	: 	: 	: 	75 	70 	: 
FAC,DSP_L_OTH,EL2	: 	: 	: 	: 	: 	322 	307 	: 
FAC,DSP_L_OTH,EL21	: 	: 	: 	: 	: 	62 	86 	: 
FAC,DSP_L_OTH,EL22	: 	: 	: 	: 	: 	24 	16 	: 
FAC,DSP_L_OTH,EL23	: 	: 	: 	: 	: 	61 	49 	: 
FAC,DSP_L_OTH,EL24	: 	: 	: 	: 	: 	83 	69 	: 
FAC,DSP_L_OTH,EL25	: 	: 	: 	: 	: 	92 	87 	: 
FAC,DSP_L_OTH,EL3	: 	: 	: 	: 	: 	23 	26 	: 
FAC,DSP_L_OTH,EL30	: 	: 	: 	: 	: 	23 	26 	: 
FAC,DSP_L_OTH,EL4	: 	: 	: 	: 	: 	134 	103 	: 
FAC,DSP_L_OTH,EL41	: 	: 	: 	: 	: 	30 	25 	: 
FAC,DSP_L_OTH,EL42	: 	: 	: 	: 	: 	69 	52 	: 
FAC,DSP_L_OTH,EL43	: 	: 	: 	: 	: 	35 	26 	: 
FAC,DSP_L_OTH,ES	: 	: 	: 	: 	: 	439 	501 	499 
FAC,DSP_L_OTH,ES1	: 	: 	: 	: 	: 	35 	33 	0 
FAC,DSP_L_OTH,ES11	: 	: 	: 	: 	: 	30 	25 	27 
FAC,DSP_L_OTH,ES12	: 	: 	: 	: 	: 	3 	7 	4 
FAC,DSP_L_OTH,ES13	: 	: 	: 	: 	: 	2 	1 	1 
FAC,DSP_L_OTH,ES2	: 	: 	: 	: 	: 	43 	80 	0 
FAC,DSP_L_OTH,ES21	: 	: 	: 	: 	: 	: 	28 	40 
FAC,DSP_L_OTH,ES22	: 	: 	: 	: 	: 	15 	15 	15 
FAC,DSP_L_OTH,ES23	: 	: 	: 	: 	: 	6 	6 	9 
FAC,DSP_L_OTH,ES24	: 	: 	: 	: 	: 	22 	31 	25 
FAC,DSP_L_OTH,ES3	: 	: 	: 	: 	: 	20 	10 	0 
FAC,DSP_L_OTH,ES30	: 	: 	: 	: 	: 	20 	10 	10 
FAC,DSP_L_OTH,ES4	: 	: 	: 	: 	: 	86 	50 	0 
FAC,DSP_L_OTH,ES41	: 	: 	: 	: 	: 	58 	31 	31 
FAC,DSP_L_OTH,ES42	: 	: 	: 	: 	: 	21 	12 	8 
FAC,DSP_L_OTH,ES43	: 	: 	: 	: 	: 	7 	7 	7 
FAC,DSP_L_OTH,ES5	: 	: 	: 	: 	: 	142 	140 	0 
FAC,DSP_L_OTH,ES51	: 	: 	: 	: 	: 	84 	89 	104 
FAC,DSP_L_OTH,ES52	: 	: 	: 	: 	: 	52 	49 	51 
FAC,DSP_L_OTH,ES53	: 	: 	: 	: 	: 	6 	2 	2 
FAC,DSP_L_OTH,ES6	: 	: 	: 	: 	: 	102 	184 	0 
FAC,DSP_L_OTH,ES61	: 	: 	: 	: 	: 	92 	160 	149 
FAC,DSP_L_OTH,ES62	: 	: 	: 	: 	: 	10 	24 	10 
FAC,DSP_L_OTH,ES63	: 	: 	: 	: 	: 	: 	0 	1 
FAC,DSP_L_OTH,ES64	: 	: 	: 	: 	: 	: 	0 	0 
FAC,DSP_L_OTH,ES7	: 	: 	: 	: 	: 	11 	4 	0 
FAC,DSP_L_OTH,ES70	: 	: 	: 	: 	: 	11 	4 	5 
FAC,DSP_L_OTH,EU27_2020	: 	: 	: 	: 	: 	7785 	9613 	: 
FAC,DSP_L_OTH,EU28	: 	: 	: 	: s	: 	8346 	10334 	8607 
FAC,DSP_L_OTH,FI	: 	: 	: 	: 	: 	: 	300 	269 
FAC,DSP_L_OTH,FI1	: 	: 	: 	: 	: 	: 	299 	267 
FAC,DSP_L_OTH,FI13	: 	: 	: 	: 	: 	: 	70 	56 
FAC,DSP_L_OTH,FI18	: 	: 	: 	: 	: 	: 	133 	100 
FAC,DSP_L_OTH,FI19	: 	: 	: 	: 	: 	: 	51 	66 
FAC,DSP_L_OTH,FI1A	: 	: 	: 	: 	: 	: 	45 	45 
FAC,DSP_L_OTH,FI2	: 	: 	: 	: 	: 	0 	1 	2 
FAC,DSP_L_OTH,FI20	: 	: 	: 	: 	: 	0 	1 	2 
FAC,DSP_L_OTH,FR	: 	: 	: 	: 	: 	318 	777 	317 
FAC,DSP_L_OTH,FR1	: 	: 	: 	: 	: 	18 	57 	13 
FAC,DSP_L_OTH,FR10	: 	: 	: 	: 	: 	18 	57 	13 
FAC,DSP_L_OTH,FR2	: 	: 	: 	: 	: 	84 	178 	73 
FAC,DSP_L_OTH,FR21	: 	: 	: 	: 	: 	10 	23 	7 
FAC,DSP_L_OTH,FR22	: 	: 	: 	: 	: 	14 	37 	17 
FAC,DSP_L_OTH,FR23	: 	: 	: 	: 	: 	16 	34 	5 
FAC,DSP_L_OTH,FR24	: 	: 	: 	: 	: 	16 	43 	19 
FAC,DSP_L_OTH,FR25	: 	: 	: 	: 	: 	12 	21 	9 
FAC,DSP_L_OTH,FR26	: 	: 	: 	: 	: 	16 	20 	16 
FAC,DSP_L_OTH,FR3	: 	: 	: 	: 	: 	12 	32 	10 
FAC,DSP_L_OTH,FR30	: 	: 	: 	: 	: 	12 	32 	10 
FAC,DSP_L_OTH,FR4	: 	: 	: 	: 	: 	42 	99 	22 
FAC,DSP_L_OTH,FR41	: 	: 	: 	: 	: 	26 	55 	11 
FAC,DSP_L_OTH,FR42	: 	: 	: 	: 	: 	10 	28 	7 
FAC,DSP_L_OTH,FR43	: 	: 	: 	: 	: 	6 	16 	4 
FAC,DSP_L_OTH,FR5	: 	: 	: 	: 	: 	42 	80 	47 
FAC,DSP_L_OTH,FR51	: 	: 	: 	: 	: 	24 	32 	25 
FAC,DSP_L_OTH,FR52	: 	: 	: 	: 	: 	8 	31 	11 
FAC,DSP_L_OTH,FR53	: 	: 	: 	: 	: 	10 	17 	11 
FAC,DSP_L_OTH,FR6	: 	: 	: 	: 	: 	39 	139 	54 
FAC,DSP_L_OTH,FR61	: 	: 	: 	: 	: 	15 	42 	23 
FAC,DSP_L_OTH,FR62	: 	: 	: 	: 	: 	20 	76 	23 
FAC,DSP_L_OTH,FR63	: 	: 	: 	: 	: 	4 	21 	8 
FAC,DSP_L_OTH,FR7	: 	: 	: 	: 	: 	32 	96 	49 
FAC,DSP_L_OTH,FR71	: 	: 	: 	: 	: 	18 	66 	28 
FAC,DSP_L_OTH,FR72	: 	: 	: 	: 	: 	14 	30 	21 
FAC,DSP_L_OTH,FR8	: 	: 	: 	: 	: 	38 	69 	39 
FAC,DSP_L_OTH,FR81	: 	: 	: 	: 	: 	14 	21 	13 
FAC,DSP_L_OTH,FR82	: 	: 	: 	: 	: 	20 	43 	22 
FAC,DSP_L_OTH,FR83	: 	: 	: 	: 	: 	4 	5 	4 
FAC,DSP_L_OTH,FR9	: 	: 	: 	: 	: 	11 	27 	10 
FAC,DSP_L_OTH,FR91	: 	: 	: 	: 	: 	3 	: 	0 
FAC,DSP_L_OTH,FR92	: 	: 	: 	: 	: 	3 	: 	0 
FAC,DSP_L_OTH,FR93	: 	: 	: 	: 	: 	3 	: 	0 
FAC,DSP_L_OTH,FR94	: 	: 	: 	: 	: 	2 	: 	0 
FAC,DSP_L_OTH,HR	: 	: 	: 	: 	: 	: 	662 	301 
FAC,DSP_L_OTH,HR01	: 	: 	: 	: 	: 	: 	: 	0 
FAC,DSP_L_OTH,HR02	: 	: 	: 	: 	: 	: 	: 	0 
FAC,DSP_L_OTH,HR03	: 	: 	: 	: 	: 	: 	: 	0 
FAC,DSP_L_OTH,HU	: 	: 	: 	: 	: 	198 	204 	321 
FAC,DSP_L_OTH,HU1	: 	: 	: 	: 	: 	23 	26 	29 
FAC,DSP_L_OTH,HU10	: 	: 	: 	: 	: 	23 	26 	29 
FAC,DSP_L_OTH,HU2	: 	: 	: 	: 	: 	79 	81 	87 
FAC,DSP_L_OTH,HU21	: 	: 	: 	: 	: 	29 	28 	27 
FAC,DSP_L_OTH,HU22	: 	: 	: 	: 	: 	19 	20 	19 
FAC,DSP_L_OTH,HU23	: 	: 	: 	: 	: 	31 	33 	41 
FAC,DSP_L_OTH,HU3	: 	: 	: 	: 	: 	96 	97 	205 
FAC,DSP_L_OTH,HU31	: 	: 	: 	: 	: 	31 	32 	38 
FAC,DSP_L_OTH,HU32	: 	: 	: 	: 	: 	36 	36 	73 
FAC,DSP_L_OTH,HU33	: 	: 	: 	: 	: 	29 	29 	94 
FAC,DSP_L_OTH,IE	: 	: 	: 	: 	: 	81 	84 	67 
FAC,DSP_L_OTH,IE01	: 	: 	: 	: 	: 	26 	30 	0 
FAC,DSP_L_OTH,IE02	: 	: 	: 	: 	: 	55 	54 	0 
FAC,DSP_L_OTH,IS	: 	: 	: 	: 	: 	28 	: 	55 
FAC,DSP_L_OTH,IT	: 	: 	: 	: 	: 	640 	557 	: 
FAC,DSP_L_OTH,ITC	: 	: 	: 	: 	: 	162 	174 	: 
FAC,DSP_L_OTH,ITC1	: 	: 	: 	: 	: 	49 	61 	: 
